hash,mediana_cpu,pico_cpu,mediana_memoria,pico_memoria,flavor
04bc7bf9da41c55f9a7e9d406d3a2dfa,0.5610367670349501,2.8903956751674,411.5546875,412.29296875,f8
04c7f9ef541f3edf60c1f242e224ebd7,0.90722230070095,1.7845668589130999,239.8359375,240.2109375,f4
04dde4f37bfda228617627d84c926d99,0.02405262530375,0.0262816575057,41.00390625,41.07421875,f0
04e20de79fee105fea3ef7a37d2f1093,0.4763541586343,1.8998973278888,98.978515625,104.12890625,f2
04e287ab9aa1d044a0032d73215cdf47,2.3471451937083003,2.7912855079096,32.15625,34.5390625,f2
04ebdb766934ff7a9d7c2ea44abced00,1.0114951799364,3.3794276649336,427.4140625,465.65234375,f9
04efc4b0a714cc6fa9e4d36e2a35ac8e,0.0004256101666,0.0004256101666,9.4296875,9.4296875,f0
04f1c98bd002f53e437c28fd4ee5ad0f,0.5004774095601,0.9497991352826,90.015625,91.23046875,f1
04f48dea489d4e9042fa8e8922495cc3,1.7840692663920001,6.0354354934528995,424.984375,425.4375,f8
04f64209145c021a1d52978708b8cf8b,0.97630154186535,1.109951957722,437.5078125,437.51171875,f8
04f8151a1057800efbc58535f943acc2,0.0015125850666499999,0.1378736095358,1.83203125,1.8359375,f0
04faa089cef760e663a09f90c2459ae1,0.49963837269285,0.5755249705723,453.34765625,453.34765625,f9
050b41f8ff2c5330fb9e6c3d5342e93f,0.0945676738441,0.0945676738441,12.79296875,12.79296875,f0
050b4fd3c8a97c9f85883fa65cdcafd9,2.47810145377405,8.0708418935032,113.732421875,114.10546875,f7
051165e490d7f7581e31c704dcea13ce,0.0815909203955,0.23673080721110001,71.66015625,72.30078125,f1
05267bd978ce83bfac66a142ef0fa796,0.81426328685525,0.891690467763,378.4921875,378.61328125,f7
052ad9cb5a7c9e119925c971d957e786,1.2930596647044001,6.1803834629874,420.17578125,429.265625,f8
052f2d4c7457a227fd991b27a112fd0b,0.21027206284775002,0.3954522597433,77.84765625,82.921875,f1
05408a8925ab0221d5d31e470fc81a7c,1.2631871753354,5.0718946501408,450.611328125,493.67578125,f10
05410c707819e0e309c8bc616252b86c,0.0006823608527,0.0006823608527,6.3984375,6.3984375,f0
054c1cc7bd1037494a884fa9e6216d2f,0.7791742335459,0.9459454827213,256.7734375,256.7734375,f5
054c46f4cd3f5fde447720faa5d62ed3,3.43156349578465,4.923176766194199,112.255859375,115.71484375,f4
05505f4af52a201868f28379e51068df,0.6679694796908,1.5349543620515,341.62109375,342.60546875,f6
056b1d5a7e717d254f332af7c1d9eb90,0.2250119307872,0.2963823445113,21.8046875,22.2734375,f0
056db64e356345418a2dbca3eac1516d,1.1452824795413,1.3853372416906,52.29296875,53.671875,f1
0570e14a02c56e2d296489c284652bc6,0.02674617690615,0.0313485351199,1.6875,1.6875,f0
0571fa720f0858ffe69304cb1a41afd8,0.02852189064375,0.0289936433831,20.97265625,20.97265625,f0
057525a07597dea218ba9254e0bc4059,4.65045319530785,5.5835410335285,302.921875,304.69140625,f6
057782f910a4af3da1ff62f9dbdacd33,0.0005994529573,0.0005994529573,3.54296875,3.546875,f0
0580b8abeada2ace4e2a7368487a9885,0.00294927999165,0.0054610695687,1.9375,1.953125,f0
0585d7e34c1d3472cb66fcd5c735b06b,1.8922531516288,5.3554580105572,368.744140625,376.66796875,f7
059638331a1524df7d76d910179355ca,10.12947496224455,10.7617934736828,400.140625,400.2109375,f10
059b81105b820d26c3a9ada7924ed8bb,8.0052767308278,9.620262957337399,433.1328125,433.2578125,f9
059c75f03033a51822ab06b3d72b6dcd,1.6806997234251502,1.8654986955700998,20.1328125,20.3828125,f1
059d088ef3e24ba304f6e6e9d20b11c2,0.3537780259311,1.5253418692304002,4.392578125,4.55859375,f1
05a3a116e4d6285e2de12c5c30aad28e,0.791229274769,0.9511877101266001,96.2421875,96.296875,f1
05a4f5e344424a1d9200523bbe7fb45a,1.2409393229624,1.5844525976336001,336.544921875,337.26953125,f6
05b1bd0f2f12f5d490eb0b599ef6ddfb,0.3383828823525,0.4322449702749,99.13671875,99.99609375,f2
05b210b9a1a44f5436bbd4ed8d7162c3,0.69580570992575,5.505669896527101,450.845703125,451.37890625,f9
05cb7e3faf1d61cc13fd6469d1d948da,0.71559213614805,0.9039325767996,257.62109375,263.1015625,f5
05ef061979a2bd7e1f9144edcb34cdbf,0.0008695887091,0.0008695887091,5.00390625,5.00390625,f0
0609829cae142d249c6d6172500114dd,1.7730906003627,1.9942870700663,139.16015625,139.3046875,f2
06140dab326bef871ea3de233906cfc1,1.1482007968597001,4.9779511819321,284.66015625,284.8671875,f5
0615f11032df3f987cbf36868bbb4b67,0.9273325531540999,8.2112105006494,481.546875,482.30859375,f9
0618e39d9f93648052423e28d2129233,1.44968266340505,1.5289146296893998,18.56640625,18.8203125,f1
0619d8047a8d718577204d857ade6cb2,0.909955790041,1.006367970784,233.046875,233.0546875,f4
062218258d24fe3ee4363244492e5b7d,1.94525014549405,3.3598924834164,173.146484375,228.890625,f4
062b11b6ad86423cde204dc1da285dcf,0.0019242190937000002,0.0019242190937000002,3.1796875,3.1796875,f0
06342c6ebb1975aa88647713b1a59378,6.4117813056138,7.0998537032927,393.77734375,393.78125,f7
0639a1a0d0834454227f1158a74b16bc,5.8155761068471,6.9371734317342995,335.517578125,337.4921875,f6
064bc9e2c0838d7024823cb880dd07d6,1.11834390555775,2.8443904818712,275.50390625,334.0625,f6
0653ed1c2a016a1b6cb623877f9a99ce,0.26024783723035,0.5199867055719,2.90625,2.91015625,f0
065a85723f026edd920f5360e95e9231,1.03520109614285,4.4756377004559,327.5390625,328.41796875,f6
06605dc2acc322127069963065aa047d,4.0117134741735,10.473511862073,371.671875,380.43359375,f9
0662fdc65f03ed9889a52ff16f1abdeb,0.7274414188894001,0.7590701943341,522.53515625,522.54296875,f10
0674f00a28f14bfa3cfc776e09dfc872,0.90955268061185,6.0852148855352,430.12109375,437.359375,f8
068a9ef3212f774b620e00cd44741275,4.30817598405055,5.152151071765499,303.240234375,304.5,f6
068c77b1e3e7c5e06c79c13332100e28,1.0603739237215999,1.2877970374415,30.81640625,31.23828125,f1
068d2bc6e4336640d3cf49778eacdd9e,4.0869258869285,4.0869258869285,28.62890625,28.62890625,f4
0690df1c8c9e1d86813f1459a75295fc,0.2000420556559,1.1494424269545,50.037109375,81.5,f1
06929b01352a61e7c4266ddede3cefbb,1.1561224438912499,1.2154645613497002,17.796875,17.92578125,f1
06967606cc59f271c507f2bd11956667,0.94599780381845,4.8421867444849,88.958984375,89.08984375,f4
06a8ed1de402e70cf837bcada9810a87,0.67362541678025,0.7688339513656001,525.359375,525.36328125,f10
06b29d9c6cb806acbf1be10e0adcce6e,0.7879414011279,1.224058432294,314.484375,314.54296875,f6
06c137a51db6fa5d25edf2517e785d1e,1.0682223360232,7.407464268226001,215.70703125,215.70703125,f6
06c4c69c6835974392582537c02d08a1,0.68701786489315,0.7680462747055,434.625,434.7578125,f8
06d8e644c46f7509c12dd5159f4da027,0.110480175307,0.2204853399459,10.58984375,10.58984375,f0
06d96b762b17fc573187943fbcfcaa1b,0.0008792939176999999,0.0014037773981999998,1.75390625,1.75390625,f0
06dc3f99e4e45c48cc29283fcc40202f,6.1118126323984,6.6716156070023,142.5546875,143.69921875,f6
06e475e397c5031924f0ff7bdbb14629,6.5497325257551005,7.0629031353736,460.1640625,460.4140625,f9
06eaf5dba83a3bdde8fb6ee13e47bc22,0.0060955990293,0.7123695163749,1.69921875,1.703125,f0
06fa594c4bb24b7e93fa57dc158d3b54,0.9707479310134,1.051858998615,453.671875,453.74609375,f9
07063c600a699993524a0d20807161a0,0.7835289638429499,1.1317477787663,43.099609375,45.76171875,f1
0716573e36692788751e093a1e351d26,0.09358344985025,0.1738744143473,105.9453125,105.98046875,f2
0717a3bd7c348dd1137a21a0618ba096,0.0004507009843,0.0004507009843,1.984375,1.984375,f0
072a5553a6f1882654ec4cac6f4ae84f,0.80305500196275,3.0171367896827,4.57421875,4.609375,f2
0731380cce5ac3f1d09371f878d18a66,5.7450834865488,7.8356685693211,175.439453125,177.16796875,f7
0737e735e7cc42b324f6b4b59c08e238,0.0006044470581,0.0010266987745,1.80859375,1.80859375,f0
0742cea8cee12e0bf168b7bc81451244,0.20171175299045002,0.8056625229773,46.494140625,47.2578125,f0
0759777b73d9ede16193cfaee951f0b5,0.016985784423800002,0.0251509274319,2.3984375,2.3984375,f0
0782765d04182f1145bfae99823684d0,0.915879967926,1.2096726281055001,73.42578125,95.60546875,f2
0786069c1b7348d909fe459fd1967247,1.7575616883287,1.7575616883287,127.46484375,127.46484375,f2
07880f6412fab8eae0615ead2b921e86,1.5520851220691498,2.0444140521632,45.02734375,47.578125,f1
078908eeac1b4dc4b6a39e133c2716b4,0.029827455191449997,0.08862877972080001,24.3046875,25.3359375,f0
078d86a8dc04ce8a551ce4e054abfed6,0.717899106712,0.8864136133650999,409.2890625,409.6953125,f8
079b3a3e34420d0b6fd843177ddf09c8,0.4211323698341,0.5274720205268,81.421875,81.55078125,f1
07a70c940548a5148db5c6343037307c,3.0649182887104,3.0649182887104,17.12109375,17.12109375,f3
07a90dbd3e1935134771b1b0be583155,0.0188250767948,0.062146464816399995,15.66015625,15.66015625,f0
07a9121ff3559efcfee2a85743eb45db,7.28108743453825,9.1741595446594,95.00390625,95.875,f8
07b5c4dcd20e8d6c9a1136e4ccd3c2f9,0.0196443458675,0.0257811347881,1.78125,1.78125,f0
07b789c2d491a5c46d0d25994b07a007,0.35232679947545,1.0532554873439999,94.767578125,98.4921875,f1
07b8188d8ce7a617f5ce6d465b9e36d0,0.005993014697,0.4342801112732,156.349609375,158.34765625,f3
07bfa27cb2838e84caa0d70c42d74cee,1.09543571881355,1.4035268704279,114.703125,115.40234375,f2
07d724a584d7f05c033daa6f681d8685,0.15231397196750002,0.2436375398013,240.65234375,263.6015625,f5
07dd221a18419e7593b7555922cae854,0.931241734139,1.0293560114287,289.9453125,289.96484375,f5
07e51d708773c4da149c72713103a5d2,1.58210443516355,2.0920719896455,173.966796875,177.46875,f3
08038551d379ca0b33f9b0d0b0482dff,3.9872370139431,5.500075221530899,451.65625,451.68359375,f9
080ab94b697ae8e864a198970c448ce5,2.3915128564404498,2.5836605671558,86.09375,86.63671875,f2
080addfcd9f7c98384800c3c301f5cc4,0.93511930104265,0.999585486075,524.67578125,524.68359375,f10
080f5613db4fbdd747704140be31966f,4.2546597235681,4.2546597235681,267.0859375,267.0859375,f5
081d15786f86c2f89a559e047091268d,0.5795679802652001,1.8916241717815,258.7734375,269.52734375,f5
0824e7728995bcdfee4be1e478ddd691,0.0065408860769,1.0673490366439,5.0,5.0078125,f0
082ad3c6dd9e6a19d0b8f5dab9fe4dfe,2.6412561140883497,6.004198339881101,472.99609375,476.8359375,f9
082f472e2c8d6fff4821c524a66ed397,0.0789708886846,0.0789708886846,13.6015625,13.6015625,f0
0834ae4ce7cfb0c7687ab4810e3e6c60,2.7520078683390503,3.7509954879296,306.4453125,313.03125,f6
083e189dfc3b9462c167a874fd09704b,3.9334518035387998,4.6145385636567,44.4921875,47.296875,f4
085b34b41422589bf1e48c03e5bba979,0.83805069594555,1.0157576001053001,61.03515625,61.0390625,f1
086026d0caf8ec2a7847a6533330f30e,1.6618138607288,2.3458893856889,468.03125,468.16796875,f9
087ad4014fd2fabe1f3190740278e365,1.76243068561785,4.128031367294399,316.373046875,319.07421875,f6
087e46f765655995fea3ee4039c2dea7,5.87757683960015,8.1559014732899,355.708984375,358.359375,f7
0881e601719d08c6f7fbe41b11bdae11,0.244019760023,0.2898252284767,80.177734375,80.2421875,f1
088a76ab5ee8f4b314531e3960dcb95d,0.030299086160499998,0.035458028770999996,39.4765625,39.4765625,f0
089136483455c5abcafb2f15cbaba57f,3.0852868851979,3.0852868851979,127.08984375,127.08984375,f3
0892e980c61b1b3c4186d4296f2d170f,8.9143376249389,10.2825954788393,75.859375,75.875,f10
08a5c07cf00cbcf4ffc93b8be521f074,1.0293852980237,1.1939386096875,36.69921875,36.96875,f1
08c666b51a7edbdc44d249a7aad10757,2.1568208328669,2.6082959875163003,18.73828125,18.9921875,f2
08cb3cdac5f5dabf878de4548b932075,0.35489441356584994,0.6352083231886,66.5546875,67.10546875,f1
08d060be851e9b7d0a32422afa327c22,0.59021438217485,0.8456254796796,93.775390625,110.125,f2
08e1bbe51de9a3143d6ba02bf2a1b45c,3.2135904791836998,9.2694635632297,249.939453125,269.72265625,f8
08e5ef6efdf8a5a7de49ebd1f2cc9b07,0.0584235938043,0.1023932800403,23.43359375,23.828125,f0
08e6bd144d3932c20efee6366b5aa3a4,1.3860918009164,1.6634453320503,34.181640625,51.421875,f1
08ed5661bcdbb18a72e0cfeb0a2b318f,0.83478748857545,1.9936272638012997,434.26953125,434.50390625,f8
08f8c1a7a3a6c03a0d311f33a28bc4c0,3.8859893622861,4.4345456002513,81.453125,81.55859375,f4
08f9e3337c3b39836a62e81e97bcd4f2,0.8203110937183,1.2387331696,118.625,118.62890625,f2
0901d486a307ec073b038e0cce7bd46b,1.3465177886994,1.4893450792683,349.29296875,349.296875,f6
0906ab0e4f9e0e1105edf1ad8ec3ff8b,0.8240053522020001,1.1866071598545,70.591796875,73.296875,f1
091c67cf46883c90d7643610353576f6,1.2968622308938,3.3066392486534997,477.9921875,478.1875,f9
091d01c3fff8a840a39231ae80e34d16,0.00537372059755,0.0073616683033,7.3984375,7.3984375,f0
0929c15e0e4f97fb4792a2a174cd0061,0.00626795533645,0.454898601504,206.111328125,206.84375,f4
09303cb0e557d07a4358dcaa7c66f271,0.7250293701363499,0.7499546108994,381.953125,381.99609375,f7
0934b96d6bc6313d0aeac0a51ef5fd5e,0.3784571070238,0.4307389139366,9.28515625,9.41015625,f0
0939dd0d03eced564a0d53c0162e42e5,0.0144361349165,0.3446720319864,2.078125,2.078125,f0
0940c9aedb1329f09b62c5c577a08fb4,0.5404473187971001,1.4411094945549,129.7734375,133.8359375,f2
094240247c8002a52a211d7386a7e60f,0.0005109334895,0.0005631822167,3.5546875,3.5546875,f0
094fa85a2e2bc79c25c7fe07ff034549,0.7293261559023501,0.7651559787459,433.78515625,433.78515625,f8
095fe49a93b4bcf5bf09d295c7eba371,0.2158663740857,0.2158663740857,37.9921875,37.9921875,f0
09641701ca7ef26b08d3807492f7e451,0.7407014430463,0.9174144316680001,32.62890625,32.984375,f0
097263fb7edf9e4597688679da9d66a5,0.80770949403825,1.482479160117,79.41015625,82.375,f1
0977b7c940ebf94ca07d75b3dcc6400f,2.6328302691375,2.6328302691375,13.46484375,13.46484375,f2
0985487142bf4479f7091e8518878038,1.0523900763860499,2.9846480619766,463.474609375,464.17578125,f9
09904e0f49bda0fea754b9fd6bd5ddb8,0.73328979902925,0.8561067502563,68.91015625,69.3046875,f1
099e2e0ef726f1889ed16448ea6015f7,1.3314129685087002,1.3971482937716,18.7890625,19.03515625,f1
09a021d8d291cbaf5f9fa8acd8c32c09,2.16141152993595,2.5109229126492,342.109375,342.35546875,f6
09acf420e436288f105312c5036c33d9,0.0099227900084,0.790411524751,3.6875,3.796875,f0
09b43f7dde30195d8f35ed402844f24d,1.50847922521745,3.7469075817491997,68.68359375,69.8671875,f3
09ba857ad855909b1c04ae8c08e78d36,0.9183649942749,0.9535870367466,468.64453125,468.72265625,f9
09bd3f7f6955aba3c53380d6b0861915,0.025785829911050002,0.10560502990979999,1.890625,1.8984375,f0
09bf1679defe9e6c92dfd4abcca61c13,1.0851945259964,1.172457269691,458.328125,458.33984375,f9
09c5262359fe7fb0e8750885df75dbcf,1.56288582971185,1.7058297431705,377.88671875,378.015625,f7
09c6a86db2c0e9283f7f51d9458e8211,0.9780737023199,1.2994892029027,379.9296875,380.25390625,f7
09e564937e153a37a4f335dfd6732685,0.5623022761803,5.0180014190478,229.96484375,239.1796875,f4
09e96841dec3e03689667e1053505839,5.9465711858893995,5.9465711858893995,149.2421875,149.2421875,f5
0a0ff7805660320f7ee8789f293e2f1d,1.2758318743883499,1.5266545297699998,101.318359375,103.4453125,f2
