Sistema,Ambiente,Modulo,Pod,Error,Qtd,Hora,Minuto,Hash
pucomex-raes-priv,pucomex-raes-priv-hom,service,service-75c579dfdb-jctkx,OOMKilled,1,21,45,6e3b44d36abfe29cc5733dff0de29a21
ctma,ctma-pro,servico,servico-5799494bdb-72nmm,OOMKilled,1,21,45,7674a47c77798ae01cafe66c80883a68
reinf,reinf-rnf,servico-processamento,servico-processamento-5f5599c75d-49w5k,OOMKilled,1,21,45,e898c0b62fe7b4cd6cc93f9428b01bbc
reinf,reinf-rnf,servico-processamento,servico-processamento-5f5599c75d-c96m6,OOMKilled,1,21,45,50741fa2f9db9ac152437e12aea39ce5
spunet,spunet-pro,servicos-backend,servicos-backend-7f8d74b48b-6m6gz,OOMKilled,1,21,45,e74d34fdd81ef1b4247f8f2f726d48a2
spunet,spunet-pro,servicos-backend,servicos-backend-7f8d74b48b-zdmgj,OOMKilled,1,21,45,250f89dfe36be24d6fbf331ea183576f
spunet,spunet-pro,servicos-online,servicos-online-6b546d56b5-4hrnb,OOMKilled,1,21,45,2f5c98211a23f28684f4bf5487aa913e
spunet,spunet-pro,servicos-online,servicos-online-6b546d56b5-qcw4h,OOMKilled,1,21,45,f821f2950c5a59cf6d6f2c61c75833ef
spunet,spunet-pro,servicos-online,servicos-online-6b546d56b5-svrr2,OOMKilled,1,21,45,e252587b9d08fbf5d197e3ca62fd41a4
spunet,spunet-pro,servicos-online,servicos-online-6b546d56b5-tw4fw,OOMKilled,1,21,45,237a88d426d69c984c74b81faeb21b98
spunet,spunet-pro,servicos-online,servicos-online-6b546d56b5-wp2dk,OOMKilled,1,21,45,ef9bf63e9c6a34a23ccfd9fab8d4c911
sgpd,sgpd-prod,sgpd-backend,sgpd-backend-7c9f4ddcd9-crjhd,OOMKilled,1,21,45,50a2005d9977e204a5734e17265a6e96
assinadorserpro,assinadorserpro-pro,showcase,showcase-79978d8f5-gxq5m,OOMKilled,1,21,45,747b01f97b11a3e57fe758eeca04c58a
siapa,siapa-hom,siapa-remicao,siapa-remicao-6768748955-q7qfr,OOMKilled,1,21,45,8eb4218f5eb13b4791d1048a410c689c
siapa,siapa-pro,siapa-remicao,siapa-remicao-5875d97fff-t28wk,OOMKilled,1,21,45,b0a8b80f88308803560c59c44175506f
siconv,siconv-p,siconv-vrpl-backend,siconv-vrpl-backend-55b666988f-7j98r,OOMKilled,1,21,45,5c04fe75ca7ed33a67f57fc13d08128d
siconv,siconv-p,siconv-vrpl-backend,siconv-vrpl-backend-55b666988f-fptbb,OOMKilled,1,21,45,e1713466f57cafc24770723706921395
sida,sida-p,sida-conta-corrente-api,sida-conta-corrente-api-7989dc9b9-5vxpt,OOMKilled,1,21,45,df334bc9d8660ec3e7fe35bb062c656d
sida,sida-h,sida-sicar-api,sida-sicar-api-d898457fd-5zgxw,OOMKilled,1,21,45,8ba156e03ef5a52f50d317319fdb983f
sief-fpem,sief-fpem-pro,sief-fpem-batch,sief-fpem-batch-5c7ccd5fcb-6cswn,OOMKilled,1,21,45,ae20758c0a99b338b6f29b07f9a254f9
sief-fpem,sief-fpem-pro,sief-fpem-suite-rfb-api,sief-fpem-suite-rfb-api-7889cbd57b-7zjhz,OOMKilled,1,21,45,3da1ac8cd18b1ac06161c0fff093eef9
sieftom,sieftom-prod,sieftom-elasticsearch-krakend,sieftom-elasticsearch-krakend-656fdf99f7-hf5jg,OOMKilled,1,21,45,669ce7a93a959d704886e53e593bbfb6
sigaibama,sigaibama-des,siga-bpm,siga-bpm-746c7f7b6d-qcm6m,OOMKilled,1,21,45,11e003a607c89b96d8aca81b4289532b
sigaibama,sigaibama-hom,siga-bpm,siga-bpm-776bd78b55-hxhrn,OOMKilled,1,21,45,2c441617d07146c13f3f03a80860691b
sigaibama,sigaibama-prod,siga-fca,siga-fca-b5cbc99d6-fn99v,OOMKilled,1,21,45,c03bbef4b1252b54b377985d58e21a10
sabia,sabia-h,siger-api,siger-api-66477fc6d6-s7flg,OOMKilled,1,21,45,40260321c7be6598f76ce987aa1df775
sabia,sabia-p,siger-api,siger-api-fbb48cdc7-rmddc,OOMKilled,1,21,45,95e7781e02ea9aaa0b4cbb74dca96d1a
sinaflor,sinaflor-prod,sinaflor-autorizacao,sinaflor-autorizacao-546fb6967d-p2msc,OOMKilled,1,21,45,99b00b0c959457cb40c43cde11995fdb
sinespgateway,sinespgateway-prod,sinespgatewaylogger,sinespgatewaylogger-8495847bc5-r967v,OOMKilled,1,21,45,52e37aaeb7baaa0f4890a92b34e0435a
sipac,sipac-h,sipac-backend,sipac-backend-565f54d44-s4tkc,OOMKilled,1,21,45,aac684257f1c7e54ced02e6cb37d60b1
sipac,sipac-p,sipac-backend,sipac-backend-599487dfc7-ltmj6,OOMKilled,1,21,45,90ab980059457b93d05e40a8e4030848
embarqueseguro,embarqueseguro-rnf,sisbraip-receiver,sisbraip-receiver-84b9fc69d-2qbn6,OOMKilled,1,21,45,51a83c33cb285e92dfadc7c467975c67
embarqueseguro,embarqueseguro-rnf,sisbraip-receiver,sisbraip-receiver-84b9fc69d-s5hc5,OOMKilled,1,21,45,a4bddd17f354c70e4e01720ff172c060
embarqueseguro,embarqueseguro-p,sisbraip-receiver,sisbraip-receiver-7447d6c598-pp8k6,OOMKilled,1,21,45,8bb1fd75efb2fab4e8a7b91a96beb2d1
embarqueseguro,embarqueseguro-p,sisbraip-vu,sisbraip-vu-5dc8b47c68-ftpxv,OOMKilled,1,21,45,2a3de364f4de2516de4df5588681b286
embarqueseguro,embarqueseguro-p,sisbraip-vu,sisbraip-vu-5dc8b47c68-h22fq,OOMKilled,1,21,45,049f30d3e9b9ad2b0b9ee8e6612fc6da
embarqueseguro,embarqueseguro-homol,sisbraip-web,sisbraip-web-78f99955f6-jslvf,OOMKilled,1,21,45,69d5a4def5e0bdbdeaf8cd3fde3cb1dd
embarqueseguro,embarqueseguro-p,sisbraip-web,sisbraip-web-7bdfbfb4fb-sfk5f,OOMKilled,1,21,45,c0101637ee977bfa5533a857add6f2eb
embarqueseguro,embarqueseguro-p,sisbraip-web,sisbraip-web-7bdfbfb4fb-wdstx,OOMKilled,1,21,45,e48d9bc9dc8ccbcdb912884c21f55867
embarqueseguro,embarqueseguro-p,sisbraip-web-inspection,sisbraip-web-inspection-8499b9dfd5-p7mnv,OOMKilled,1,21,45,a97cc12edfc00b5f4dbf5dd4394b900b
siscat,siscat-p,siscat-relatorios,siscat-relatorios-575cb98fb5-bwsf2,OOMKilled,1,21,45,a2d34fd55e86e380162d0e8b5f14adf8
siscat,siscat-p,siscat-requerente,siscat-requerente-57dbc8458c-7dj7d,OOMKilled,1,21,45,3dfbe0eb74b8f1589bdac0783b3d23ca
siscat,siscat-p,siscat-requerente,siscat-requerente-57dbc8458c-bms2p,OOMKilled,1,21,45,e7d8ddb7bc0363519e9246d5882f0ed5
ws-sne,ws-sne-snepluspro,sne-integrador,sne-integrador-78fd5bcd67-26xxm,OOMKilled,1,21,45,b498e17ca3838045aef68dda6e32c775
ws-sne,ws-sne-snepluspro,sne-integrador,sne-integrador-78fd5bcd67-4fgzr,OOMKilled,1,21,45,5ad361b606193300560fb4c24cbf26d1
ws-sne,ws-sne-snepluspro,sne-integrador,sne-integrador-78fd5bcd67-5b8ns,OOMKilled,1,21,45,5111b1aa4d64df9d7aa50467d118f389
ws-sne,ws-sne-snepluspro,sne-integrador,sne-integrador-78fd5bcd67-64w9l,OOMKilled,1,21,45,6702c5e27a80ee1a353542428316fa69
ws-sne,ws-sne-snepluspro,sne-integrador,sne-integrador-78fd5bcd67-7zzcl,OOMKilled,1,21,45,b39560eb9dc5720fa3bb5a7d45fe404e
ws-sne,ws-sne-snepluspro,sne-integrador,sne-integrador-78fd5bcd67-9prdw,OOMKilled,1,21,45,a4434779bd1ab322cb3b58e52baa1c78
ws-sne,ws-sne-snepluspro,sne-integrador,sne-integrador-78fd5bcd67-c7js8,OOMKilled,1,21,45,ffc43fb48ceb7b5c74bce148b8e3c05d
ws-sne,ws-sne-snepluspro,sne-integrador,sne-integrador-78fd5bcd67-dlwt6,OOMKilled,1,21,45,42349011bb5df6000933465b9f09645b
ws-sne,ws-sne-snepluspro,sne-integrador,sne-integrador-78fd5bcd67-dntln,OOMKilled,1,21,45,41b79902d2e8870f4cf62934c5b7de98
ws-sne,ws-sne-snepluspro,sne-integrador,sne-integrador-78fd5bcd67-f4nst,OOMKilled,1,21,45,a6ac9918c6b122f6c2127417bc288039
ws-sne,ws-sne-snepluspro,sne-integrador,sne-integrador-78fd5bcd67-ffv4c,OOMKilled,1,21,45,e796d73e004db5a9940685c9392fea73
ws-sne,ws-sne-snepluspro,sne-integrador,sne-integrador-78fd5bcd67-fw799,OOMKilled,1,21,45,108cfe9932fd31a0aa91b92230821c7e
ws-sne,ws-sne-snepluspro,sne-integrador,sne-integrador-78fd5bcd67-gkhrl,OOMKilled,1,21,45,8691609cae9a00ef7231183f8f58114d
ws-sne,ws-sne-snepluspro,sne-integrador,sne-integrador-78fd5bcd67-p2zv7,OOMKilled,1,21,45,6373e05d30431c9a66c156f74eb3e514
ws-sne,ws-sne-snepluspro,sne-integrador,sne-integrador-78fd5bcd67-pc5v6,OOMKilled,1,21,45,1854717a14e3a7324979a93d78ea285b
ws-sne,ws-sne-snepluspro,sne-integrador,sne-integrador-78fd5bcd67-q7hp9,OOMKilled,1,21,45,1ed159bfae5a9df939bb6d8c8b345255
ws-sne,ws-sne-snepluspro,sne-integrador,sne-integrador-78fd5bcd67-qlhzt,OOMKilled,1,21,45,d24b28197b1884139846c939fa044da1
ws-sne,ws-sne-snepluspro,sne-integrador,sne-integrador-78fd5bcd67-qmf9l,OOMKilled,1,21,45,2db46011d1857c1ec8a76ea5ef824a43
ws-sne,ws-sne-snepluspro,sne-integrador,sne-integrador-78fd5bcd67-s6q84,OOMKilled,1,21,45,d1fb2e3285f94bd95d504ccddb44104b
ws-sne,ws-sne-snepluspro,sne-integrador,sne-integrador-78fd5bcd67-vvkkw,OOMKilled,1,21,45,55ce911ea9dc3f0369b3b31bfd48aac6
ws-sne,ws-sne-snepluspro,sne-integrador,sne-integrador-78fd5bcd67-w72sr,OOMKilled,1,21,45,2200420dd0e2b081784c63af5cfc4e4d
ws-sne,ws-sne-snepluspro,sne-integrador,sne-integrador-78fd5bcd67-xjm6w,OOMKilled,1,21,45,ba6374a12a55a4a856db6f730aa830a7
ws-sne,ws-sne-snepluspro,sne-integrador,sne-integrador-78fd5bcd67-zftdw,OOMKilled,1,21,45,a692122e0798c5fbb51b044cead273d0
ws-sne,ws-sne-snepluspro,sne-plus,sne-plus-75bcb44f8c-2nfz9,OOMKilled,1,21,45,a25700ad7bfe3ea13dec0e0c32c6a77f
ws-sne,ws-sne-snepluspro,sne-plus,sne-plus-75bcb44f8c-dwggb,OOMKilled,1,21,45,e07455e9d59552e59b5d6599b31c054c
ws-sne,ws-sne-snepluspro,sne-plus,sne-plus-75bcb44f8c-zb27s,OOMKilled,1,21,45,580fc7a80cbae5e7c7f41d8afb2e0c24
ws-sne,ws-sne-snepluspro,sne-push,sne-push-55c7d546c4-4gfcq,OOMKilled,1,21,45,acebdaabf3be987b04dcdd537bc0a63e
ws-sne,ws-sne-snepluspro,sne-push,sne-push-55c7d546c4-6pqqq,OOMKilled,1,21,45,8ea472e806a36ba38e940271eb3f6e4f
ws-sne,ws-sne-snepluspro,sne-push,sne-push-55c7d546c4-6wvxf,OOMKilled,1,21,45,e451426d8c2d287b8260be27e7751448
ws-sne,ws-sne-snepluspro,sne-push,sne-push-55c7d546c4-7rl5w,OOMKilled,1,21,45,01e046fbcec684ca8f91503089480c74
ws-sne,ws-sne-snepluspro,sne-push,sne-push-55c7d546c4-bqtw2,OOMKilled,1,21,45,ca96000b9cac51dd5bacc93580a9b098
ws-sne,ws-sne-snepluspro,sne-push,sne-push-55c7d546c4-qtz28,OOMKilled,1,21,45,bc102583ca6aa319d4aa49e3ebceeb10
ws-sne,ws-sne-snepluspro,sne-relatorios,sne-relatorios-644c6c7bfb-km55q,OOMKilled,1,21,45,f1fd8122f561e6e1aa9975e62baf069b
spunet,spunet-pro,spunet-storage,spunet-storage-5676c99c95-kzchl,OOMKilled,1,21,45,019c3005d9ab285030d9d60d99eb5263
pucomex-raes-priv,pucomex-raes-priv-tsf,sup-val-service,sup-val-service-859468c45b-bmlq7,OOMKilled,1,21,45,e6aa308cbd058997da9447a6555342e7
titula-brasil,titula-brasil-pro,titula-reports-api,titula-reports-api-6b49dcdc59-kxgld,OOMKilled,1,21,45,7fcb582d140afcc990c2e8a5708c9336
irpfonline,irpfonline-rnf,transformador,transformador-f494b448-4kqg6,OOMKilled,1,21,45,2488b03967be3efcbf2d084a95ee32d0
irpfonline,irpfonline-rnf,transformador,transformador-f494b448-x544p,OOMKilled,1,21,45,cdae04e00ed53546f9d14c92d712ca86
harbor,harbor,trivy,harbor-bsa-trivy-1,OOMKilled,1,21,45,559e71f2cefeae2684fa40d74139496e
pfauto,pfauto-hb,vendas-gestor,vendas-gestor-676c865cb9-tdgmv,OOMKilled,1,21,45,78f70cc70d572334d39a519569703285
pfauto,pfauto-p,vendas-gestor,vendas-gestor-c5f957598-5tk45,OOMKilled,1,21,45,5378519836d19c5e5d5cec9c7ec2487e
pfauto,pfauto-p,vendas-gestor,vendas-gestor-c5f957598-gnsvw,OOMKilled,1,21,45,8fca55f61277615e29406f103240ba32
esmon,esmon-pr,victoria-metrics,victoria-metrics-64fdc977dc-xldx2,OOMKilled,1,21,45,b9c45ffb1a2f4a0e7e5c5e13052606c7
siver,siver-h,web-selecionados,web-selecionados-694ccbdb56-cnckw,OOMKilled,1,21,45,4fc3274ffef7e3789046a5e001334d95
esocialweb,esocialweb-pintra,web-sst-api,web-sst-api-669bfd65fc-2p525,OOMKilled,1,21,45,771017f3ac3ed7c781cf732acd67ffc1
esocialweb,esocialweb-pintra,web-sst-api,web-sst-api-669bfd65fc-nlq7l,OOMKilled,1,21,45,96228532745512b3f5787b47c3b10bfa
esocialweb,esocialweb-pintra,web-sst-api,web-sst-api-669bfd65fc-rb7vz,OOMKilled,1,21,45,bdb56e774a442260ad56f02a9a508aa5
webanalise,webanalise-dev,webanalise-api,webanalise-api-84fdd46d7d-bpk8b,OOMKilled,1,21,45,3d4656c50abe1734a30000dd8f2828e2
webanalise,webanalise-dev,webanalise-api,webanalise-api-84fdd46d7d-vvdlp,OOMKilled,1,21,45,3909b1792b689a774716569ceadc49fc
