Sistema,Ambiente,Modulo,Pod,Error,Qtd,Hora,Minuto,Hash
spunet,spunet-pro,acervo-backend,acervo-backend-c84f8db5c-6lvqr,OOMKilled,1,21,45,19d9963e0460ed384a60ef724eb79ba0
spunet,spunet-pro,acervo-backend,acervo-backend-c84f8db5c-sjg2h,OOMKilled,1,21,45,1e300feefc2f05d7e69bbae4dd0a7bda
spunet,spunet-homacessos,acessos-core,acessos-core-6cc78b8d56-v6j2n,OOMKilled,1,21,45,8aaf251a6c3d202fb00b0b8293be925c
spunet,spunet-proacessos,acessos-core,acessos-core-7dc8bc67d9-6hrhn,OOMKilled,1,21,45,2bff9b90e0fec059b42c8eb6aaefeda2
spunet,spunet-proacessos,acessos-core,acessos-core-7dc8bc67d9-jpxrd,OOMKilled,1,21,45,5bce731a5d824a483bc97709e0a42d6b
spunet,spunet-proacessos,acessos-core,acessos-core-7dc8bc67d9-vt6kb,OOMKilled,1,21,45,46d333295c2bf58475051a0be694790a
spunet,spunet-proacessos,acessos-core,acessos-core-7dc8bc67d9-vthmv,OOMKilled,1,21,45,7fcd33485aed4bb4158ec3f034758de3
siapa,siapa-des2,acomp-externo,acomp-externo-7784f5f797-rvvln,OOMKilled,1,21,45,8e2976d92fe136dca71fa23b2a1ecba1
govbrapi,govbrapi-p,acompanhamento,acompanhamento-557b9c57d5-gq4t2,OOMKilled,1,21,45,32d06160290bb67cb6214dd9dd42a961
govbrapi,govbrapi-p,acompanhamento,acompanhamento-557b9c57d5-lhpj6,OOMKilled,1,21,45,2391ff737882defa4563eed17a772494
govbrapi,govbrapi-p,acompanhamento,acompanhamento-557b9c57d5-pc5vq,OOMKilled,1,21,45,9010d7009f436c8ffd7493d6b2144943
govbrapi,govbrapi-p,acompanhamento,acompanhamento-557b9c57d5-rgzh6,OOMKilled,1,21,45,40b7dddd1a174cac504a9420d85ca25c
govbrapi,govbrapi-p,acompanhamento,acompanhamento-557b9c57d5-t5c7h,OOMKilled,1,21,45,c9109681286ac5a5eff92c297337d6dd
govbrapi,govbrapi-p,acompanhamento,acompanhamento-557b9c57d5-vd2sx,OOMKilled,1,21,45,dd66b2c03d5ed9d535d0eb653973720f
sabia,sabia-h,aie-ws,aie-ws-76bc6f48d8-4px8n,OOMKilled,1,21,45,de68a07666f6d9fa4966755ee7fcd3c6
sabia,sabia-p,aie-ws,aie-ws-54f88c6f4d-xcr99,OOMKilled,1,21,45,3ab79252a104958587285783eafdd564
datavalidp,datavalidp-pbsa,api,api-7cbbd47c97-j4mw9,OOMKilled,1,21,45,127dff8d2cf7bbac485c1403e62d2e7f
wssigecom-estaleiro,wssigecom-estaleiro-prod,api,api-55bd5679dc-z2bqj,OOMKilled,1,21,45,08d78701a80d1092ea67da86bfc11c98
biodata,biodata-d,api,api-549c579c68-9vw45,OOMKilled,1,21,45,91b6b8ee4d51be071d1361437bddf264
biodata,biodata-p,api,api-5754d67965-ndjqw,OOMKilled,1,21,45,1761cfa0332109ad3bff0a8a3a3f4398
datavalidp,datavalidp-p,api,api-fb469c8f6-rd4kf,OOMKilled,1,21,45,82bb45ff076e7507ba483829f2acb386
datavalidp,datavalidp-p,api,api-fb469c8f6-ww8hq,OOMKilled,1,21,45,b7e06edfe7e622a0db01b651c73ab9c4
neoid,neoid-p,api,api-68bb77874-t6kg7,OOMKilled,1,21,45,b1f8f52fa1452b7e8953360270e86606
neoid,neoid-p,api,api-68bb77874-xh4lv,OOMKilled,1,21,45,6096e3488387e69289a82d654bce732f
sigepe-servidor,sigepe-servidor-pro,api-cache,api-cache-778c7bdf57-jrdmx,OOMKilled,1,21,45,96dae9f2c4062737a626cd9ee92ee018
gestaocomercial,gestaocomercial-p,api-contrato,api-contrato-5b959f6779-ndtxx,OOMKilled,1,21,45,3e0871d8f1ce700d4c5b82fccbb87e61
sigepe-servidor,sigepe-servidor-mon,api-grafana,api-grafana-f957966bc-l7xl2,OOMKilled,1,21,45,6e566b995a69570c5d7fd6972920b654
sigepe-servidor,sigepe-servidor-mon,api-prometheus,api-prometheus-7c5c76df4c-2rkpq,OOMKilled,1,21,45,dec4883e291046631f4ed7e8182ebd32
api-servicos,api-servicos-h,api-servicos,api-servicos-5dddc99c67-bbm7k,OOMKilled,1,21,45,b322eb4259ddba66613548c25367e421
api-servicos,api-servicos-h,api-servicos,api-servicos-5dddc99c67-fsgmw,OOMKilled,1,21,45,c6fb0e0896fc7b589cef1536a2691572
api-servicos,api-servicos-h,api-servicos,api-servicos-5dddc99c67-pt5nr,OOMKilled,1,21,45,1371c2fea1c59125a590236aa7a3a2ab
api-servicos,api-servicos-h,api-servicos,api-servicos-5dddc99c67-rgss9,OOMKilled,1,21,45,b89d5b17913215027cbe8bd3240cb83c
api-servicos,api-servicos-p,api-servicos,api-servicos-5c45687dfc-2hfcd,OOMKilled,1,21,45,cd5c24344d275410b8033a8dde274393
api-servicos,api-servicos-p,api-servicos,api-servicos-5c45687dfc-42rmr,OOMKilled,1,21,45,333a7f59f45d38d88829a6abd8b0e99c
api-servicos,api-servicos-p,api-servicos,api-servicos-5c45687dfc-4hn25,OOMKilled,1,21,45,a3f8c585374673e56c435cb4e724d4d1
scaibama,scaibama-p,apicorp-sicafi,apicorp-sicafi-585455f69c-fkj5v,OOMKilled,1,21,45,190f3567226108b4ca13afe03af981a3
scaibama,scaibama-p,apicorp-sisreg,apicorp-sisreg-885d4878b-9nhx9,OOMKilled,1,21,45,43d4a88fed848846e2581950924cd3c5
iddigital,iddigital-h,apigerenciamento,apigerenciamento-8969fb69-k26bs,OOMKilled,1,21,45,7163d048510d82d1f4d53d46dec14d27
iddigital,iddigital-h,apigerenciamento,apigerenciamento-8969fb69-knglf,OOMKilled,1,21,45,1746813032fabb3b8a26288df73d4498
iddigital,iddigital-p,apigerenciamento,apigerenciamento-6d746cb877-nmcr8,OOMKilled,1,21,45,82a6b7d22aad584fddf02d7a38961b80
iddigital,iddigital-p,apigerenciamento,apigerenciamento-6d746cb877-q7n5v,OOMKilled,1,21,45,8ab57e96afe4e73158b2bd145438f331
iddigital,iddigital-p,apigerenciamento,apigerenciamento-6d746cb877-shxpv,OOMKilled,1,21,45,2552301435f4cb85f48a4e6da9bf2006
iddigital,iddigital-h,apimobile,apimobile-cd658c84c-4md9r,OOMKilled,1,21,45,cd86f021767b300def7b99a7bd55253f
iddigital,iddigital-h,apimobile,apimobile-cd658c84c-g4kp6,OOMKilled,1,21,45,9f2cd79358da433c9c52faecc829b0a6
iddigital,iddigital-p,apimobile,apimobile-766586f8c7-747k7,OOMKilled,1,21,45,33468e2e129ce28cd238ea4befdd8118
iddigital,iddigital-p,apimobile,apimobile-766586f8c7-dgjb6,OOMKilled,1,21,45,5121538ef3235a0d11b7fbeedff68da5
iddigital,iddigital-p,apimobile,apimobile-766586f8c7-q9l9n,OOMKilled,1,21,45,2287eb89726bc3710ca8e79322eab5a1
iddigital,iddigital-h,apiweb,apiweb-75b5bb9667-mdjtx,OOMKilled,1,21,45,130131aac1c08298f25e4300d2210ccb
iddigital,iddigital-h,apiweb,apiweb-75b5bb9667-qxjql,OOMKilled,1,21,45,c86f8951d8efed152b1bbc53ce4d5e46
iddigital,iddigital-p,apiweb,apiweb-84d6969fbd-bxxvm,OOMKilled,1,21,45,9bb78a6e9143f28a530ab9c4c1cf200f
iddigital,iddigital-p,apiweb,apiweb-84d6969fbd-g8vfl,OOMKilled,1,21,45,09298696ae5a56fb81c7179ae3906846
iddigital,iddigital-p,apiweb,apiweb-84d6969fbd-zsk9j,OOMKilled,1,21,45,08dc9c743fe9bfe71d50d7968e520965
keycloak,keycloak-p4,app,app-765b8dd954-247l5,OOMKilled,1,21,45,6b9f52d8abafdc9512205b06d89ed851
keycloak,keycloak-p4,app,app-765b8dd954-59q2z,OOMKilled,1,21,45,d3df8933da50f87e75e92b45ac8daaf5
keycloak,keycloak-p4,app,app-765b8dd954-dvx47,OOMKilled,1,21,45,9affdb15ed2ede131976d82b24e0df08
keycloak,keycloak-p4,app,app-765b8dd954-qm94m,OOMKilled,1,21,45,deb37169a9617e6be7cdd325989a2185
pfauto,pfauto-h,area-gestor,area-gestor-5c48d449dd-x2jpn,OOMKilled,1,21,45,cf97d08546a275474527a4d78362f2d3
pfauto,pfauto-p,area-gestor,area-gestor-54746f565b-4c64x,OOMKilled,1,21,45,27d4e8ee3fc41f51cb1413e59a7fe9b1
pfauto,pfauto-p,area-gestor,area-gestor-54746f565b-76hhp,OOMKilled,1,21,45,d49c18e3981100ac67003a5d6d7d0b0a
pfauto,pfauto-p,area-gestor,area-gestor-54746f565b-ktftw,OOMKilled,1,21,45,51fe79c34dbb2003729cd5e2aa995570
pfauto,pfauto-p,area-gestor,area-gestor-54746f565b-zl8lt,OOMKilled,1,21,45,0fad5a5d636091f8b98d44f095b189c5
radarv2,radarv2-v1,auditoria-api,auditoria-api-58455bf558-nmlr8,OOMKilled,1,21,45,970c82386b5dd284c9ddc9dd75523a1f
cadmei,cadmei-prd,backend,backend-6dc8848567-blwck,OOMKilled,1,21,45,8571f415ed28ba4050c1b73ea8ad4ff5
cadmei,cadmei-prd,backend,backend-6dc8848567-cf2ps,OOMKilled,1,21,45,399bf70a6d54a91fb8894b391fe2a6c0
cadmei,cadmei-prd,backend,backend-6dc8848567-f88c9,OOMKilled,1,21,45,bfe48849f2a9db58b165711226c3c869
cadmei,cadmei-prd,backend,backend-6dc8848567-rdm98,OOMKilled,1,21,45,df9bbd3dc00462f7f1b0adb8a79a047c
cadmei,cadmei-prd,backend,backend-6dc8848567-rvkqx,OOMKilled,1,21,45,5a41c7480aff7751e4191d4e77831296
cnirsrvinter,cnirsrvinter-pro,backend,backend-7f46f55576-29wz2,OOMKilled,1,21,45,4c74598ff333a5ac05086fc4463791a7
cnirsrvinter,cnirsrvinter-pro,backend,backend-7f46f55576-cwvks,OOMKilled,1,21,45,a8aa976a351e63471a9db3e31cbb93c2
crio,crio-p,backend,backend-7db9fcf56c-jcrl5,OOMKilled,1,21,45,044de9fabb6581842b7b8d4572e13215
portalimov,portalimov-prod,backend,backend-569fbcb4cc-jd8t9,OOMKilled,1,21,45,ee3b8b6074da472759b5a7742b743ff4
sicalc,sicalc-p,backend,backend-7ffb578f9f-dfc8z,OOMKilled,1,21,45,4360f1c7f292b20aa583b25448f7367d
sicalc,sicalc-p,backend,backend-7ffb578f9f-mttwn,OOMKilled,1,21,45,415096514f239921b328faf837947d56
siefproc,siefproc-p,backend,backend-76cbffcb9f-n567w,OOMKilled,1,21,45,7dcb8a2ceb3f010f144575a7d29a6803
siefproc,siefproc-p,backend,backend-76cbffcb9f-zxsjq,OOMKilled,1,21,45,237232a345ad938f7f3864ccecd11437
tratapfn,tratapfn-p,backend,backend-d46cf857-2ltgm,OOMKilled,1,21,45,c5b44044678e3a67ac0feeede1d36ffe
tratapfn,tratapfn-p,backend,backend-d46cf857-2wvq5,OOMKilled,1,21,45,cb1b05dd6e5462c13c5af7559fefc18e
tratapfn,tratapfn-p,backend,backend-d46cf857-9kphj,OOMKilled,1,21,45,5c31072e5626eb2bda58243ca13969bc
tratapfn,tratapfn-p,backend,backend-d46cf857-x6f7h,OOMKilled,1,21,45,03ec696c3db67789da401c85ff09ce24
cadastropessoafisica,cadastropessoafisica-p,backend-apoio,backend-apoio-6566b88778-zd4wh,OOMKilled,1,21,45,366e5155dde6846efb1ca4949fd27290
radarv2,radarv2-d,backend-denatran,backend-denatran-55799b5b94-rcp62,OOMKilled,1,21,45,c795de241b7e210c32e6a98a12825bcb
radarv2,radarv2-d2,backend-denatran,backend-denatran-78f7ffdd4d-wnlcx,OOMKilled,1,21,45,52acd4ac5397e35b8d41010a6ae6a832
radarv2,radarv2-p,backend-denatran,backend-denatran-5fb54f459c-2ghll,OOMKilled,1,21,45,2bfe097abd09fd6cfec7bfb11507389d
radarv2,radarv2-p,backend-denatran,backend-denatran-5fb54f459c-fm7rm,OOMKilled,1,21,45,ebfa6ffb054dcf9e2b61c0db9a6350ae
radarv2,radarv2-v2,backend-denatran,backend-denatran-88b9cc848-d89nt,OOMKilled,1,21,45,191a5322726491de85a9c0b5be0f9352
radarv2,radarv2-v3,backend-denatran,backend-denatran-588f84bfd5-6skls,OOMKilled,1,21,45,abb4926ae037efd8e1fb8856e85550f3
radarv2,radarv2-d2,backend-renainf,backend-renainf-b9b976644-bfkcg,OOMKilled,1,21,45,ad487b6a26f11d2bf1d8564fc3bf117a
pgditr,pgditr-pro,barramento,barramento-7fc495cb48-bg42s,OOMKilled,1,21,45,2b6080c137e56cb4781e9747cdbb4189
pgditr,pgditr-pro,barramento,barramento-7fc495cb48-khlgt,OOMKilled,1,21,45,1322ed62063f3560679a18ed7355cfd1
pgditr,pgditr-pro,barramento,barramento-7fc495cb48-kpq9b,OOMKilled,1,21,45,84683a995fd0603531468812cd5f8779
pgditr,pgditr-pro,barramento,barramento-7fc495cb48-l9wzf,OOMKilled,1,21,45,1c69a76e092fc650ed6cb3e4f25a864c
pgditr,pgditr-pro,barramento,barramento-7fc495cb48-lsx4j,OOMKilled,1,21,45,faa6f6cb1e73836b3618859d7c9eebb3
pgditr,pgditr-pro,barramento,barramento-7fc495cb48-slgm5,OOMKilled,1,21,45,a1592856f4301606a7d6760418464d5e
renainfweb,renainfweb-h,base-corrente,base-corrente-6bbf4d578b-7g8sf,OOMKilled,1,21,45,ab4242f6c615f66bb975e096dfc692b4
renainfweb,renainfweb-p,base-corrente,base-corrente-65699b7dc9-67864,OOMKilled,1,21,45,6f83710d4c4fb05e5be04871bf582035
renainfweb,renainfweb-p,base-corrente,base-corrente-65699b7dc9-7z2cs,OOMKilled,1,21,45,0c44f937b07c96b8d6e09a35211993ac
renainfweb,renainfweb-p,base-corrente,base-corrente-65699b7dc9-nfjhp,OOMKilled,1,21,45,c22aa208d47a397e311f248e37325892
renainfweb,renainfweb-p,base-corrente,base-corrente-65699b7dc9-nzz2h,OOMKilled,1,21,45,d88241290ce78268b71c2a984bec8a6a
renainfweb,renainfweb-p,base-corrente,base-corrente-65699b7dc9-rs254,OOMKilled,1,21,45,aeef317bced80f01ecedf43a3c0246aa
renainfweb,renainfweb-p,base-corrente,base-corrente-65699b7dc9-v7vk2,OOMKilled,1,21,45,5087ec5a0d71fc00b63304af46bd1725
renainfweb,renainfweb-p,base-corrente,base-corrente-65699b7dc9-zbknx,OOMKilled,1,21,45,a25e62bed1bb0e670cbe2cf1f19689d0
serprobots,serprobots-p,bot-certificacao-digital-p,bot-certificacao-digital-p-5dd6f9f766-5xb5z,OOMKilled,1,21,45,5114ecc4712837c6cef92512c322e072
serprobots,serprobots-p,bot-chatbot-sougov-login-p,bot-chatbot-sougov-login-p-5598958f8c-52g2r,OOMKilled,1,21,45,25c053959e7ba3cbc547fc50cebbb62a
serprobots,serprobots-p,bot-chatbot-supop-2022-p,bot-chatbot-supop-2022-p-6db4fd7676-kcbfl,OOMKilled,1,21,45,352043730de64b2f0676cbb9f705f778
sinespcad,sinespcad-des,cad-equipe-servico,cad-equipe-servico-7dfb99fb44-x55nd,OOMKilled,1,21,45,cfa39189b2a9944a68ca3f18265897d5
sinespcad,sinespcad-des,cad-proxy,cad-proxy-79466478b-52csc,OOMKilled,1,21,45,a03897446ac593fea4e8b957163ea7d1
caepf,caepf-p,caepf-servico,caepf-servico-85cd77d95-jj6wf,OOMKilled,1,21,45,e9f0ddf0cec30c489bff7506bc66293e
caepf,caepf-p,caepf-servico,caepf-servico-85cd77d95-qqpwj,OOMKilled,1,21,45,b9f8cb7271f8555080d0ebb4f3538f25
caepf,caepf-p,caepf-servico,caepf-servico-85cd77d95-v4zh8,OOMKilled,1,21,45,4c01a2854ff2575ca9c18b9b53dac173
ecacpgfn,ecacpgfn-p,caixa-mensagens-api,caixa-mensagens-api-794774d586-5bgt8,OOMKilled,1,21,45,d9396bca78282b712fe7705196e6e7f1
ecacpgfn,ecacpgfn-p,caixa-mensagens-api,caixa-mensagens-api-794774d586-fnmt6,OOMKilled,1,21,45,e6b23af2f024a243d94034a480afeabb
ecacpgfn,ecacpgfn-p,caixa-mensagens-api,caixa-mensagens-api-794774d586-sg4dd,OOMKilled,1,21,45,ed0756aa88b842e68ae9049bcd9959ed
ecacpgfn,ecacpgfn-p,caixa-mensagens-api,caixa-mensagens-api-794774d586-zgdsm,OOMKilled,1,21,45,d5e14e6398290a3f45dfef7588fb3ac8
kube,kube-system,calico-kube-controllers,calico-kube-controllers-7d8c8cf855-nj5bf,OOMKilled,1,21,45,bfaf120d629d83c0ec15a648c0f7b521
carteiradigital,carteiradigital-d,cdt-admin-backend,cdt-admin-backend-f5bc76b96-rxjm6,OOMKilled,1,21,45,b12141e3c01bdee5c9fcf0e45cdb52e1
carteiradigital,carteiradigital-h,cdt-admin-backend,cdt-admin-backend-94c489d66-sbfvs,OOMKilled,1,21,45,67784bd98d186dabd9e5da2ebdec7d55
carteiradigital,carteiradigital-p,cdt-admin-backend,cdt-admin-backend-548d5668b7-w7dr7,OOMKilled,1,21,45,3d9bd28322cc2d2518803995bd920092
carteiradigital,carteiradigital-p,central-mensagens,central-mensagens-54fbb44ff4-62lb8,OOMKilled,1,21,45,b29ce869b41cda0cfe6e34eced396527
carteiradigital,carteiradigital-p,central-mensagens,central-mensagens-54fbb44ff4-csr7j,OOMKilled,1,21,45,b7a9d845e65e85ed7c63baa6e9829d6f
carteiradigital,carteiradigital-p,central-mensagens,central-mensagens-54fbb44ff4-x9hns,OOMKilled,1,21,45,759f3933dae141ee93573762c40154e6
esmon,esmon-pr,ceph,ceph-6465966654-522tn,OOMKilled,1,21,45,ac4147a913ea1e5803578bea8ee4d1bc
kpiweb,kpiweb-d,ceph-rest,ceph-rest-68b9b96948-gz7lm,OOMKilled,1,21,45,acdc688df9669b8132ba92026c281ff5
api,api-estaleiro,ceph-service,ceph-service-5fb6b68fbf-9gtsp,OOMKilled,1,21,45,629da5ef52539c5960ac319307810444
nfse,nfse-h,certificate-validator-service,certificate-validator-service-69bdd4b497-mk7t7,OOMKilled,1,21,45,df6e56d357f7fff4ba24e623cb27b439
nfse,nfse-prest,certificate-validator-service,certificate-validator-service-8fd48cb75-5f7bc,OOMKilled,1,21,45,7add6ebefdc7c0db6c19e8ca45c39da5
sabia,sabia-p,cetas-api,cetas-api-54bb996b64-gm4gj,OOMKilled,1,21,45,01847b176dacb67a46131d4264b180ed
chatrfb,chatrfb-p,chatrfb-api,chatrfb-api-64b5fdf464-2qn4c,OOMKilled,1,21,45,e2af1bae1762b888740cd09e5fbc0c0d
chatrfb,chatrfb-p,chatrfb-api,chatrfb-api-64b5fdf464-lntrz,OOMKilled,1,21,45,2eafe69d59f33381cb2fdf0265ef24da
chatrfb,chatrfb-p,chatrfb-api,chatrfb-api-64b5fdf464-mltvb,OOMKilled,1,21,45,afcc5416ba51bfe8955a63a629bbc595
chatrfb,chatrfb-p,chatrfb-api,chatrfb-api-64b5fdf464-mspjb,OOMKilled,1,21,45,b94575a709bf9266f78e9e08db37112a
chatrfb,chatrfb-p,chatrfb-api,chatrfb-api-64b5fdf464-sb78p,OOMKilled,1,21,45,45e9b8079a00bf48d0cfd4ce069c2073
chatrfb,chatrfb-p,chatrfb-api,chatrfb-api-64b5fdf464-v2mp8,OOMKilled,1,21,45,bdd2c29cbd9bd817bbef2d7b8f1d4802
chatrfb,chatrfb-p,chatrfb-api,chatrfb-api-64b5fdf464-vj4mb,OOMKilled,1,21,45,53536877a366726972e6dff03c22533f
chatrfb,chatrfb-p,chatrfb-api,chatrfb-api-64b5fdf464-vsnhp,OOMKilled,1,21,45,174aa0366c24eea00b1faaa8aa572d81
chatrfb,chatrfb-mon,chatrfb-prometheus,chatrfb-prometheus-7945496659-ncfcz,OOMKilled,1,21,45,cb3293284d87f614d86448b1b2f84439
cipi,cipi-pro,cipi-cipiws,cipi-cipiws-57f577758f-grzwt,OOMKilled,1,21,45,064d9ef76105dd5ea266df280e616593
carneleaoweb,carneleaoweb-pro,clweb-api,clweb-api-6f9db6d6b6-bpx4b,OOMKilled,1,21,45,13b3013a96abfd0613da84404669bd67
carneleaoweb,carneleaoweb-mon,clweb-prometheus,clweb-prometheus-7f4c6469cd-zq7pf,OOMKilled,1,21,45,60d03626d732bb7f9a82eb576c02070b
cnbs,cnbs-p,cnbs-api,cnbs-api-6c6d4c6b8c-bpznp,OOMKilled,1,21,45,27c0744420686c738b243adcb8d222a9
cnetmobile,cnetmobile-pro,cnet-usuario,cnet-usuario-564dc9bbdb-cc49w,OOMKilled,1,21,45,cda7a8cbca4acfafa2fb5affe7f8cc2e
cnetmobile,cnetmobile-pro,cnet-usuario,cnet-usuario-564dc9bbdb-k8gjc,OOMKilled,1,21,45,6954ce351ba3d3fb5486430634c4b9ed
cnetmobile,cnetmobile-pro,cnet-usuario,cnet-usuario-564dc9bbdb-n8vqf,OOMKilled,1,21,45,d606aa073691f7ed3851e2e1311c80bc
cnetmobile,cnetmobile-pro,cnet-usuario,cnet-usuario-564dc9bbdb-pggbb,OOMKilled,1,21,45,d18111acfe57afe102c1d1475a71488f
cnetmobile,cnetmobile-pro,cnet-usuario,cnet-usuario-564dc9bbdb-r5jb7,OOMKilled,1,21,45,e2c534a2ab32bd2fdac8810381131452
cnetmobile,cnetmobile-pro,cnet-usuario,cnet-usuario-564dc9bbdb-v4r6v,OOMKilled,1,21,45,3ba002185c7c5aadef3c0cee7a631fe0
cnetmobile,cnetmobile-pro,cnet-usuario,cnet-usuario-564dc9bbdb-xdklz,OOMKilled,1,21,45,21a6096814b6f5ad1627f9befe9146ee
cnetmobile,cnetmobile-pro,cnet-websocket-areatrabalho,cnet-websocket-areatrabalho-5b9ddcdff6-t987n,OOMKilled,1,21,45,a2ed48d07f8d72c02583e764a08f32c1
cnetmobile,cnetmobile-pro,cnet-websocket-areatrabalho,cnet-websocket-areatrabalho-5b9ddcdff6-tt8k6,OOMKilled,1,21,45,deb043a8e56a05f407b031d9867cd63e
cnetmobile,cnetmobile-pro,cnet-websocket-areatrabalho,cnet-websocket-areatrabalho-5b9ddcdff6-wgvsq,OOMKilled,1,21,45,2fa0b56b6b893a7f9a8b9ac8d8309c13
cnpj-conspub-backend,cnpj-conspub-backend-p,cnpj-conspub-backend,cnpj-conspub-backend-8445d7cdfb-d7fjp,OOMKilled,1,21,45,3dcc853b08e7856e4c9e705f1238a347
irpfonline,irpfonline-t,compatibilidade-app-backend,compatibilidade-app-backend-6c74c7bb76-pq8b9,OOMKilled,1,21,45,9e539f5934e1fd7222f9ea7b29915f8e
reinf,reinf-pre,componente-cert-validator,componente-cert-validator-859b94b485-njp99,OOMKilled,1,21,45,80c7807f75dce20bacf93be811a820e5
consentrfb,consentrfb-dev,consentimento-estatisticas,consentimento-estatisticas-589f99c667-rsxx2,OOMKilled,1,21,45,0d0504c41f8b223c41087afd0810cac8
consentrfb,consentrfb-hom,consentimento-estatisticas,consentimento-estatisticas-58b9876b57-w9gks,OOMKilled,1,21,45,1c643a56aee54c2934618bf0a635ee09
handson,handson-foc,console-couchdb,console-couchdb-5fbfbddd64-zhdwz,OOMKilled,1,21,45,57792b85856a56e2cccf0f062b7add16
psdenatran,psdenatran-p,console-sql,console-sql-67c6b9f4ff-kxd4b,OOMKilled,1,21,45,200eed9353178ba47d97b1fd78c78d1d
siscat,siscat-p,console-sql,console-sql-68955d986f-cdvs8,OOMKilled,1,21,45,896e0a6596d7cf577ab1aa2135d1974a
wsdenatran,wsdenatran-prospo,console-sql,console-sql-5c7cd5b465-gdmtf,OOMKilled,1,21,45,eb6ed4d5b2be62c8186d1533a1f62aff
api-consulta-ccir,api-consulta-ccir-p,consulta-ccir-back,consulta-ccir-back-5d8978547f-w59q9,OOMKilled,1,21,45,916acaab3126956e254bcc8c33efa090
conspersief,conspersief-sim,consulta-perdcomp-batch,consulta-perdcomp-batch-6fc6fc795c-x54pk,OOMKilled,1,21,45,0316f605c7d9bfaea0dd29d541534bd3
conspersief,conspersief-v,consulta-perdcomp-batch,consulta-perdcomp-batch-7d6df64948-xbx7r,OOMKilled,1,21,45,aaf01e38d9d33f6bac3bc5c21444a5b3
consultacnpj,consultacnpj-production,consulta-publica-cnpj-backend,consulta-publica-cnpj-backend-6657d5b7c7-l45km,OOMKilled,1,21,45,ebda581a6242edae8d75dceaae626b1c
siefreceitasweb,siefreceitasweb-p,consulta-site-rfb-backend,consulta-site-rfb-backend-7b748d5449-7npgp,OOMKilled,1,21,45,ea68f65a84545786084979be0a5e9e60
metallb,metallb-system,controller,controller-8569756f47-tmq8x,OOMKilled,1,21,45,c07203137e7a805592e86e7aeae3963e
credencia,credencia-p,credencia-ws,credencia-ws-654bf6769d-gvmz6,OOMKilled,1,21,45,a375c6ece9b262fee2d4c861b6ecfd3b
credencia,credencia-p,credencia-ws,credencia-ws-654bf6769d-l5z4d,OOMKilled,1,21,45,69a2d0df1ee534b026d81f8e96b31a6c
credencia,credencia-p,credencia-ws,credencia-ws-654bf6769d-tjrt5,OOMKilled,1,21,45,59606b8cea8b5297533b6e476d7328b0
credencia,credencia-pi,credencia-ws,credencia-ws-664655884f-6247s,OOMKilled,1,21,45,52914442020a7b69195ea9e5a2ebb2d5
credencia,credencia-pi,credencia-ws,credencia-ws-664655884f-v7m7k,OOMKilled,1,21,45,972282eecdc18ef251fbe781a0e69ca8
credencia,credencia-pi,credencia-ws,credencia-ws-664655884f-wqfjv,OOMKilled,1,21,45,3407d89130d3bc978b34230573f8d21f
psdenatran,psdenatran-d,credencial-estacionamento,credencial-estacionamento-5b589b9698-bfjrb,OOMKilled,1,21,45,faa2306447b860d5b1813c874a43c126
credimei,credimei-mon,credmei-prom,credmei-prom-85c464bf97-dn7kj,OOMKilled,1,21,45,7543f744dcddd3093fe56077341f9c12
mdmservices,mdmservices-v,dado-referencia,dado-referencia-79f8b9c4dc-c79bf,OOMKilled,1,21,45,b45dcf13012747e3cc57f3092427d110
labcta,labcta-dedatsearch,dedatsearch-elastic,dedatsearch-elastic-68c8477bd9-6trts,OOMKilled,1,21,45,80b7b49d685108690d30af3610180ff1
carteiradigital,carteiradigital-p,denatrandigital-backend,denatrandigital-backend-855c6cf498-75f4n,OOMKilled,1,21,45,828e36a6ee58c53daae1a4d82b6aab4e
carteiradigital,carteiradigital-p,denatrandigital-backend,denatrandigital-backend-855c6cf498-g4gwr,OOMKilled,1,21,45,cbe907317d2730ab72b864c76d2b919c
carteiradigital,carteiradigital-p,denatrandigital-backend,denatrandigital-backend-855c6cf498-jw8d6,OOMKilled,1,21,45,936c1fde85f0e9521a7f4cc32fd650d6
carteiradigital,carteiradigital-p,denatrandigital-backend,denatrandigital-backend-855c6cf498-lsgbv,OOMKilled,1,21,45,7f1e052c1d2b8acbab0f7b0c48a55366
carteiradigital,carteiradigital-p,denatrandigital-backend,denatrandigital-backend-855c6cf498-p49n2,OOMKilled,1,21,45,664a157b2f4d084d5da94568601233b1
carteiradigital,carteiradigital-p,denatrandigital-backend,denatrandigital-backend-855c6cf498-rxvb4,OOMKilled,1,21,45,47d45d54d6e74027d2574ddcd1901d32
carteiradigital,carteiradigital-p,denatrandigital-backend,denatrandigital-backend-855c6cf498-wrcrf,OOMKilled,1,21,45,06232f4c5f89877b910d2daf5f387023
carteiradigital,carteiradigital-p,denatrandigital-backend,denatrandigital-backend-855c6cf498-wvzq5,OOMKilled,1,21,45,3ea2f1af4ad137c8fb030121d274952a
carteiradigital,carteiradigital-p,denatrandigital-backend,denatrandigital-backend-855c6cf498-zpz6g,OOMKilled,1,21,45,b39e48a6cdf2ff5dbec55889d12794b5
carteiradigital,carteiradigital-p,denatrandigital-backend,denatrandigital-backend-855c6cf498-ztfgk,OOMKilled,1,21,45,476fc3ea14d3444eefbeba604244dc63
