hash,hora,min,consumo_cpu
bd38f8e5a9d6381b0e816b8d81c96d6b,16.0,30.0,0.0095664791271932
8e570f049261b0395c3e70420728d0db,16.0,30.0,0.006583491721562
54ffc2d0fa9e061d5c16a2ff213759e1,16.0,30.0,0.0114503450061059
826b2d655ceda03f661c2f0bb6789012,16.0,30.0,0.0039456427853674
7f85198afaa0936088af8984235b2f6d,16.0,30.0,0.5937414331496438
c48ccfa8d2157b2e671bbe8b204e8335,16.0,30.0,0.0091577433690904
16717af6724817bfd66f27c9486804b5,16.0,30.0,0.0128264799533328
9b0b8cde7a50fcd1524279db4256af60,16.0,30.0,0.009957884915807
035a86382a8a316924e0933a7a7ef939,16.0,30.0,0.0183169572167264
1f0e838697a1061bc4ec7f7872241b15,16.0,30.0,0.0042021973593347
33d8724ed7363c56eec288e54c52eccb,16.0,30.0,2.0140348422855683e-06
7d8da7849f957188a8be0a2f3561bdd4,16.0,30.0,0.0300896617272527
1d88580a5060e9faf3c084cc7338d0f0,16.0,30.0,0.0003295181856227
23d81bfc6e591982fff580e2de9644dc,16.0,30.0,2.3929380048647776e-05
5ea90b6e3439fc3de9534fd77ac49f09,16.0,30.0,0.0001091734821809
01d3230213c3440597d9f2bb42b684ec,16.0,30.0,0.000194979254368
5a2198e87d006de64867acf6b4deab23,16.0,30.0,0.0006327616371516
8dbb7b52aa48e192749eeb7933eeae8e,16.0,30.0,0.0003225035125924
1e8073695e8b2db59f3dcb4fecb9058b,16.0,30.0,0.0002257867867871
c7cfc38a2bd9b493b525ca3869c4a9c4,16.0,30.0,0.0001588238306846
054532a1d8f4a82900b3d18e8d6d5fb3,16.0,30.0,0.0002895274646692
a1cc865559ed71c466b0db505044128f,16.0,30.0,9.561039504694148e-05
3355a7f739e343aa38a5fb57fa416a1f,16.0,30.0,4.353821725659581e-05
04a9172ec1ed50ade62de71c6b226189,16.0,30.0,2.180227307776695e-05
663c49ad2c394a940015aef41257cccc,16.0,30.0,0.0001472507193467
84f0a26dfc96d44c149d8a464cc27ff8,16.0,30.0,0.0003114151198874
573106ae2c37c0c966a2524e58301894,16.0,30.0,0.0011664702499442
2c1d94ca7403a7a6b97ff8bf91d83378,16.0,30.0,7.894289682738058e-05
f13a62a487d5f918f74e544bf127c124,16.0,30.0,0.0001268034287215
53fde4a02a720b2006a6113e3d29ab41,16.0,30.0,0.0059057036043132
2327b0ad16e6822b5c58e5a1f71aa5fb,16.0,30.0,0.001098133877108
11c953b4d632182f27f2032d7310d8d4,16.0,30.0,1.12151458610878
6c3613f4deaebb8f2577baa3cf1cea29,16.0,30.0,30.997694322519152
c6d91be60c1550a3a9e7a827df6c68c1,16.0,30.0,0.0130456453092753
4d46affb26ab739236c6e7499e2d5fb8,16.0,30.0,0.0005317845852703
ca86c5d755a0531e4be721038cb47266,16.0,30.0,3.823062638558107e-05
8db043f683d30cd5cecb5216db8ad4dd,16.0,30.0,0.0827187606709191
7348b7dc1d83498e2864393efef3a312,16.0,30.0,0.3465110899671518
2bffdcadfaf24146e8847ab1f5c434e0,16.0,30.0,22.15954726302509
d109078c3c90fc2475e70c6aa165afc8,16.0,30.0,15.36174214464425
2659aaeb70b022d7ce8e9b62832b8410,16.0,30.0,19.81223709964348
dbc1ba7e624a92852a0918f1d654cfff,16.0,30.0,3.76063088570701
fdc97d75f8ddac7fc94464dc7fa294c5,16.0,30.0,13.173293041562207
79cd3c4ac2e38b19b2f5c885eae1af94,16.0,30.0,2.143660099875282
f6b26154964f62816bf74e7b508c079f,16.0,30.0,12.539841862917491
ceca046a56f0504a66e624fb479df50d,16.0,30.0,1.6058996967698085
9771139ad160ee49a3304967dede56b3,16.0,30.0,0.0001005402407766
95de3c5e590e59a7eadea163db22f67d,16.0,30.0,0.000175586325506
54a1becd91c4a0f0019ac3b65611a07b,16.0,30.0,0.0003633243369867
8ce27088455d3f26493058c5fa710d47,16.0,30.0,0.0030556711149755
1c382477044bdc6e47d343ed8418f5ca,16.0,30.0,0.0003381530203928
d0ab17fb2a839bcc2f1e8cf313299f1e,16.0,30.0,0.1538835370960712
4e7141a475b52c19c1db6cea9b168862,16.0,30.0,6.184736326258512e-06
1385dacb71593b6082d0aa1cb4485eea,16.0,30.0,0.0034515675306508
a180c1763cabc2a36f7262b4bd72c778,16.0,30.0,0.0304627701358656
d487dd9704d1a739e24938b393faa65d,16.0,30.0,0.0071097411723764
5d8b20d1784b2ee6ef2a190b2dc1c45a,16.0,30.0,4.229253495660466e-05
5338ced4bb26082ca5d1d18781a903db,16.0,30.0,0.0359495269626435
5c390368dbc0974b82960635e13f59f5,16.0,30.0,0.0161471549211581
96e0d3ef83bf0e3fd9c3cd305f7a4861,16.0,30.0,0.0001600203111148
dec4bcc49155df3d0fb276931eba4999,16.0,30.0,0.003418456304611
2f86769bc74ecfd2bfd35c06c346af70,16.0,30.0,0.1185615639439223
706ae6aa1efd7dbaee588835ec94d614,16.0,30.0,0.0161164841082788
b51c01853bbaa1e8d7429855c93999cf,16.0,30.0,0.0001769369673501
d1a426188f7e5442a88ffc1d96e2316b,16.0,30.0,0.0087130922762095
86cf52b60d66715815cc3a8c26d13f61,16.0,30.0,0.0613794132427661
279d03f70ef539bc4284f641c93544ef,16.0,30.0,0.0747361215552864
c4649b155cfb97e380a05932845c3294,16.0,30.0,2.825090302439075e-05
37dbe4bc5bd81edf2ed443289268e8eb,16.0,30.0,0.0016191301813832
cb5836b4c590a0f82aad5332f359a2e7,16.0,30.0,0.0075763348076653
fff602eaae3069b08241eb3d38862349,16.0,30.0,0.1082639245971189
6aee1172d82c3d4d8eaf75c8ea2cf0f2,16.0,30.0,0.0004446005493427
d54c29f2de55b0162403f135757f0aec,16.0,30.0,6.559974475693172e-05
7fd561e97d1917e787b3d2bfe40437fa,16.0,30.0,0.002976259836168
22e6f8760aefe454baf342ae7c280a56,16.0,30.0,0.0002295313494349
58732828f179ac8ffc48c563e4c78810,16.0,30.0,0.0052779243139496
de7e36bfdf00137819b94880f9c6bdbd,16.0,30.0,0.0002372301644451
a06dd7544850c433d6f30d9643345af7,16.0,30.0,0.0041080259302706
56a39d4b8b630d97a3d3cec8659ab27b,16.0,30.0,0.0100189566010188
b33f2955ae471f7e32fdb9e397b308bd,16.0,30.0,0.0923534872878069
a1a94a9e14678f27d24ea2490cbaee9b,16.0,30.0,0.0016689477189472
7596c8f5dbcfc49528f01646002b6d5d,16.0,30.0,0.0137586040567579
48f303f0ee1396d75e3c9b99b65ba4f5,16.0,30.0,0.1828992202857494
86b2aaad86c36afccd0346fd51468a2f,16.0,30.0,0.0153382328803119
1d200fd2fd87eb0cce37f8de9c10343b,16.0,30.0,0.0014304668045101
615b5666993a5673e65bdc408f10e0ad,16.0,30.0,0.0008371763039271
3437143a4c9fbe6ef23fff5ceed69004,16.0,30.0,0.0209364178222417
50b9d1cb1164b223207baec9c397db6c,16.0,30.0,0.051136680868603
fc7dd03b765542b67edec22ff149db06,16.0,30.0,0.0988813360823233
58e1fcc11f068c0aad0e734b788263a0,16.0,30.0,0.0700696697815442
d91ca7bd59262abc0d02cd95f1c227fd,16.0,30.0,0.0520230187612961
754f5146a605f84a39a82e1ecc3708a3,16.0,30.0,0.0554204722317156
6854ffc8935231a5491b3f4a210bf09b,16.0,30.0,0.0539837234320424
7c9e47607be1397522b2304fe591c274,16.0,30.0,0.0559335580593348
7a9b8d56e57c0134d65edc7d671eb668,16.0,30.0,0.0677317083802248
0fc82bb91817ca0479b1362704aac1d0,16.0,30.0,0.0612973930911201
0324d401125671322087e655ee6d3e5a,16.0,30.0,0.0630100383034656
70f64c45f733204adc9c2b4d26d6f666,16.0,30.0,0.0746323029367137
c9b12790f73ac45e2e361df761b4a7ba,16.0,30.0,0.0528393309339152
02be3bb1c189fe8e84e0178e659f6574,16.0,30.0,0.0648673915312045
3766040763c6e95d354db5ed6c27b436,16.0,30.0,0.0520432219435988
b5b199e6a0e67082dd1cd5ba4680c9c8,16.0,30.0,0.0593446625760455
56aea133ea6887e44dcf8301dc9f0433,16.0,30.0,0.077297549160904
c8d23477470664286e80137a8854f5b9,16.0,30.0,0.0690741827451943
3eec3a228364a832231fd3d6836202f2,16.0,30.0,0.0438301753904129
b7154e88ec4c8134407f4f6d9b1ba991,16.0,30.0,0.0561580941378935
22e1ffaeb63fad99d1d49177e709dc4e,16.0,30.0,0.0515365445491876
39a0a23d90a8eeafe95c9ce10c6f2e1e,16.0,30.0,0.0480955961354713
e845b0a78e1e4c6c6a3df33837b748d4,16.0,30.0,0.0381808627404731
71279e513fd5808d01c27acf926612f2,16.0,30.0,0.027895640165006
c17f674c887d3db14d4012a741a720c7,16.0,30.0,0.0603728144919895
50733164063b5f151058bc7aa48ff54e,16.0,30.0,0.0720046472760769
6bc0fce8ef49e03c1dd878e4ac79d82e,16.0,30.0,0.0853938000384213
99ac1ea3e733e3b93e568521ab83099b,16.0,30.0,0.0470356723552852
a187122355a05488ec23e14738e3915b,16.0,30.0,0.0575582487329148
3aeb5fa07380648345fe4005f7ab441d,16.0,30.0,0.0570597919600301
056b66482e8a62d73c3b81e1d8178495,16.0,30.0,0.0468474783541516
3f0f7f058145152c743971bfc24920a6,16.0,30.0,0.0613236830810226
dfd683e1a18f8afd56f3f4c5d78fcc90,16.0,30.0,0.0140803791812875
fc4fdc8b8ce11d510ef106b3ca769ee1,16.0,30.0,0.0008345203901505
cafa4a16689eb2239bdc658803ddfd59,16.0,30.0,1.6579023381787097
28b5bb117dc8a69676fc943713d5bc59,16.0,30.0,1.5579913350101402
bad07a5150e531e76733437733bbe013,16.0,30.0,1.5371803606524008
f60e12b03e3ed810b2aeebd8c5b22fdf,16.0,30.0,1.569102471962688
e267c349a07d501596c9d0d8b8065600,16.0,30.0,1.963011845192776
674e735a326412772bf35b64ca039dd9,16.0,30.0,1.6588191926663252
1a91ef375622e5147c1127393559d0a1,16.0,30.0,1.9700140710575
65054d46be94099ae9e22388e58854e3,16.0,30.0,1.6120492694601138
19259fa3ddb929b49d22cce4588c77dd,16.0,30.0,1.4046038836836918
9aecf0d4f50b230edf5eb1d0976b1c76,16.0,30.0,2.0402243374419142
13e4cd24985c76fefd9ffbb7353fa629,16.0,30.0,1.1858602177792072
3c7f59260d90ea8f192a0ba0603dca1b,16.0,30.0,1.361444785218028
a211abdef0d13f66f0945129529b0fb9,16.0,30.0,1.3065781906089806
e119712d68670042df4a4a175c46f485,16.0,30.0,1.213039120028727
1513ddffce6f54f8fab488eb8d94331b,16.0,30.0,1.0604925683128943
23eebe071fb66b06873589b49d878dbf,16.0,30.0,1.4477152791895087
c8686aa1a0de380f79e0178642b10158,16.0,30.0,1.2583452263847992
7411823c0ea54692775becb39cd5ee44,16.0,30.0,0.6498662840851976
37955a3353ac2dab96fb1afff29143e3,16.0,30.0,0.7639836883912217
275ebc321b894f68bffe561d658a0fba,16.0,30.0,0.5323572379520962
094f23978d8a6d43d54f2def8d7a07c2,16.0,30.0,0.481619444896086
20f2a517bd5bf78f45eb35d821bc958d,16.0,30.0,0.471124433360358
6e074ee21a9c58994b43bbfe5f6a91cb,16.0,30.0,0.3206167743165446
924f89e5c080934c30d091d05c363dac,16.0,30.0,0.7736135548980699
536e799ab689f64ca5f3d0bc48563aa5,16.0,30.0,0.5183043653014581
d9a545624aac24673a93387b243cb9da,16.0,30.0,0.0014677855656895
0c5338f136aac82911c1ce7e9d0df180,16.0,30.0,1.5902725910833722
57a99895c328e762e7de542a922ddb95,16.0,30.0,0.950280571801688
a07ce3702a94a9b050afae1b4f2af055,16.0,30.0,2.685639365442446
f287a832303cb2fa39ccc98e3399ed76,16.0,30.0,0.7003818141652336
d386c44b0ae89658840f3e0d4782d90d,16.0,30.0,0.0649153639663004
3612f646432607c1b03e1960f5b92ae0,16.0,30.0,1.035561669115459
e436c5ba95bcb5872e65a1ffab0940e0,16.0,30.0,0.0220103241468568
34cac258fc8782d50b6a2831fe25c3ca,16.0,30.0,0.1550156675328153
3c90175427bb862550c4e5b77bee3ebe,16.0,30.0,0.0629127075370633
df7d83efad78ca9ab207e04e687189b9,16.0,30.0,0.0010880948923812
c2bcdb9fc93dc81e4adce08c56090f8e,16.0,30.0,0.0006207584308744
ae83a87b448f00d03476cdcbb7c6ab69,16.0,30.0,0.0273830656897566
15f34df8d4ccad641a250b9038f2331e,16.0,30.0,0.016294060201777
b83e19cbb90da47bd5d013b83b2573d1,16.0,30.0,0.0043703054264437
78ccd5cba87c0dd0e4fd90501a0bc682,16.0,30.0,0.017132550702148
db90eaff672d2636044cb285c6d8f18d,16.0,30.0,0.0020827850826309
4c974f61bdb9d45347f00fc3ea5ce0e7,16.0,30.0,0.0099048148134126
74ebd77924e4a735a0b70e5ec55c6eca,16.0,30.0,0.0289910687936002
e1d39119033c47297473bc956dc07a85,16.0,30.0,0.0015137327826094
1643cb373bfb964b8c8c843f6a4e6bb1,16.0,30.0,0.051010500630448
11721652d0274e7e2239892286108008,16.0,30.0,0.0054348510530752
16dc3593946ca6459bbb97fc34182420,16.0,30.0,0.0056963537890096
ef01424d498b8a55422ff1ffa92b8b8d,16.0,30.0,0.0048891241738283
31ed639f233b452a378a35b1386a5ff4,16.0,30.0,0.000662664664424
70f869f3127f252d8913583aa387bbbf,16.0,30.0,0.0050595031442496
714000e8b6ae8c1db2a5edaed2e9ad79,16.0,30.0,0.0039164624448137
9583de5a7b3f04f93827b144dfad8717,16.0,30.0,0.0541669741660351
b35bb83c47f20342d8e69f1a284324e8,16.0,30.0,0.003942943762095
1878c041b660c1913d0177abf69c4146,16.0,30.0,0.0098459053995587
795b0e9fc54f49d7898e323fa3354df1,16.0,30.0,0.0073685139719699
7da1543b5de25c78da3ec149bbcd3c5f,16.0,30.0,0.002107505735665
fceaa43af6016c15f45e779574e236ae,16.0,30.0,0.002988978962801
83a302bb27692af9cbf7a395560deae7,16.0,30.0,0.0034487832773684
0067cf31d16809de7bda0a4d005f932a,16.0,30.0,0.0069548364693535
479a02b5bc6b9b815e77c2e07264e89a,16.0,30.0,0.0067088937123429
9bb26f2c7c2bba01c866b8ff8b3c512d,16.0,30.0,0.0230672839661253
ddb357f38e0932421a1dc77bd12934b5,16.0,30.0,0.0234296886864198
9fff2db65926e1c7b81b87c1eb68997e,16.0,30.0,0.0295081114903972
7f6b378714d85207ed578e6112e17e61,16.0,30.0,0.0023107892901631
9e96c28430b2c70fbb4801edbe0c0929,16.0,30.0,0.0226287435736213
94f4f9959e7afaa99514f480f5b6a348,16.0,30.0,0.0024123007034435
f3f9842cac4c14ad5bb086d1a57f1340,16.0,30.0,0.0102033567722999
c293ee7b90b27b20a5c6f85ce7e455ea,16.0,30.0,0.0096267256374683
7cb11d505fb302a173c8945b8c3f4591,16.0,30.0,8.810975850550697e-05
bc2c75b38d4e7f6fd8e54f6d4aee8b3b,16.0,30.0,0.0022224319348384
87d32dd985b5ae439b6af364995b792b,16.0,30.0,0.003357458661191
c9829f10b57248775546e5fe64f30df1,16.0,30.0,0.0083720610585551
82ea96bbc5d4ad158302b858ea496f3c,16.0,30.0,0.0105020873869717
f56bdcad8caf8937664933c956fe8997,16.0,30.0,0.0001494301466802
9feb4350dd5209977d45d4d0ca1a3193,16.0,30.0,5.466972569737737
569af502a92be956ff812c1ecd311e1a,16.0,30.0,0.2448837559975887
869059dc9f9fc69f8deae13cb56cdd20,16.0,30.0,0.0020541306579117
ec2d686b1af896bff4f195cbf0ca6f0e,16.0,30.0,0.4932971769253685
1ef9dd688751c00d6e071d30b7e266a9,16.0,30.0,0.4702375205517059
a6621a0fe7ef16440fd1e05e52b5c25b,16.0,30.0,0.1425816781066073
9ce194472b2f7aea4ef6a0484b389cba,16.0,30.0,0.9726801567945872
bf1ffbec771f70b8332034c5198e6270,16.0,30.0,0.0023283501007995
c5d573dd29b7d3602774eed362f1c143,16.0,30.0,0.0036551070143822
dee1ec26999a48b131a9910446b62639,16.0,30.0,0.0001191602042408
3c5d1e5d4af4134b8ddc35cf56c2c560,16.0,30.0,8.374101157568375e-06
2a7e0446c17d158962c96438dd7b6331,16.0,30.0,7.66838551457451e-05
9821ae840ab075bc6f4fc50f5b95bd00,16.0,30.0,0.0006827654950452
d079b5856c3ea99155081d439d405f3d,16.0,30.0,12.40681007890432
ef316cf34c4579efde9d279da19cdf96,16.0,30.0,0.0003417473062171
fefd551fc197937e74e7cf10a1ca00af,16.0,30.0,1.9231208810266376e-05
565e13f50afe29e26685e7ffd8aea321,16.0,30.0,0.0003162763129222
1745c6c181e259109bebe691c4ee3dbf,16.0,30.0,4.1636524031555466e-05
8236de3f4e42db050db9747ac3f366fd,16.0,30.0,0.2468817719194525
eb197d8ef6dcf522d7c0484f7dc46611,16.0,30.0,0.0348230979701468
ea5f0cc1c280fbb0af04d01fc2a301f0,16.0,30.0,0.0010086666508346
e0b3cf4c428ab950787b62bd126bc0fa,16.0,30.0,0.0191605052952599
10d016dac972319ab29154ccdf087e85,16.0,30.0,0.0244347308482008
59ec416aa680088ec182278923e8ca57,16.0,30.0,0.1982794497984692
ca3fb94058b4a1797b4cbd43014e1adf,16.0,30.0,0.001681582777965
4dde4b7ae797622b75e66db4d48b852a,16.0,30.0,0.0049236325453385
990b8a3b4ea30133974073ed71be1ac4,16.0,30.0,0.0006169842988356
07de00827b47e4e4bb78a4f2cb0e13b9,16.0,30.0,0.001093187120468
c84d6c28aa053c9000e49dac407b17ee,20.0,15.0,0.0306698464776269
87255aeaab0550c89f64c2d2608e3548,20.0,15.0,0.1564129235615731
9b3ec33a544e0ea8d7138a607ecf550a,20.0,15.0,2.624644456200896
914f123e097895c95b3f13649897a4a7,20.0,15.0,0.1617500936808822
dffe60147f77e98539f9e39f4994e1ab,20.0,15.0,0.2000141887863477
b1f8f52fa1452b7e8953360270e86606,20.0,15.0,0.4197814423364951
58986328748903976a95cb2f94c3d0c5,20.0,15.0,0.0005205295742357
ff89b236b53b1b4b8a88d893a1724282,20.0,15.0,0.0007892192299394
6db783081354c20dcded312a7cfa91ee,20.0,15.0,0.0001077826222212
0b97b8481c8f8be59224f83a77e851c5,20.0,15.0,3.283816736249665e-05
564364e7b7926b52a473961832c4a1cc,20.0,15.0,0.0006853335194775
6ef626a4bc5a81ea61fffb2fc77dd301,20.0,15.0,0.0003104772414371
7189cf310afd6d7df656f9b525a7d12a,20.0,15.0,0.0400761485875
416bad749fb29894eda40dbff3317ef3,20.0,15.0,0.000237882323334
101d26df69eb7b60132fbe98c2a2269c,20.0,15.0,0.0002592380564966
fcf99fe992b9bf6bf8a761682d4bdc1a,20.0,15.0,5.763493475202534e-05
8613a104c2544dd3527ecd357ef3c396,20.0,15.0,0.000115084273956
d60f34d1167553db74e52cb926014f7e,20.0,15.0,0.001175725762981
9506b2e0f76d7695d91ccbbd9a1922b6,20.0,15.0,9.49389054933678e-05
ac4147a913ea1e5803578bea8ee4d1bc,20.0,15.0,0.0518933393498027
cb3293284d87f614d86448b1b2f84439,20.0,15.0,0.060554045944806
60d03626d732bb7f9a82eb576c02070b,20.0,15.0,0.0114765061055183
3e15150589d9ef21bacbcccdb53d3e80,20.0,15.0,0.000347829127024
7190976ba497341414c81a9d4deaadae,20.0,15.0,0.0003105470415021
24b6ade80689c9916dd776b9307b4d84,20.0,15.0,9.643912738380152e-05
20ff8a3856ec0391ecd2ab168a177b94,20.0,15.0,2.256942411801603e-05
bd54691a7319f4b30e386308f7b90050,20.0,15.0,1.886478385592432e-05
170572994e99facf558d4ad0e86e2ed6,20.0,15.0,0.0026284919793416
dcf5cbdc163d00aa053c81fc44f1e3c0,20.0,15.0,0.0008742678184453
0c8b733641afa6f9931a9d08e955709b,20.0,15.0,0.0714519145705895
ebda581a6242edae8d75dceaae626b1c,20.0,15.0,0.0001569654868219
c07203137e7a805592e86e7aeae3963e,20.0,15.0,0.055712835691764
742a7b1a4ef8aed37d4ce99a3a7bcda9,20.0,15.0,1.2694754419704912
f110078b4229028a7cb8a4dd24e8a097,20.0,15.0,0.008282382192363
1a54eec2da86dda8b3f5d0e800b94c33,20.0,15.0,0.0004212169392149
d8eaabdaf5eac6555d755178b5d0452d,20.0,15.0,2.750503634525398
a1482176baa4a760024fbb97c1d72666,20.0,15.0,32.3197469553446
14fea8f7653c5d823f27cd1ac838296c,20.0,15.0,5.348273253450008
3b40e53363c3adafe85775e1602a57c6,20.0,15.0,24.326707294928
95de2ee61ebb649477d8b908f0189fc7,20.0,15.0,35.956410275452264
fd1d25cfebbdc391e95dfb7e86d67430,20.0,15.0,6.318356518062815e-05
c60cd2b937690ad575e27dc9887ff128,20.0,15.0,0.0214336674931634
b7632584ae35d80a5b1ffbe0516f9c57,20.0,15.0,0.0058321111031766
25371f7aaf836c5bbb5af61c36169dd8,20.0,15.0,0.0003443017184231
e628e932d2f78a92c38fc7e703e7388a,20.0,15.0,6.829878978646041e-05
f2b04da59a7b2b6d1dc0956fc6acad93,20.0,15.0,0.0066632161066647
6e2b3207c1ce2a2539fd069f76a26569,20.0,15.0,0.0002604222226852
b44c64cb05d55009cfe66d2a4a53c30a,20.0,15.0,0.0002126969365952
311110f4bf5dd99f4cc4bafb17d2dff5,20.0,15.0,0.0098679313619583
3338acc4232c1128aa023fa618e8aeaf,20.0,15.0,0.0183596941018074
d7f41e418691255c4d00da468e3ec21a,20.0,15.0,0.0001520998321203
2971ddead61098cccf9425d6e874f89b,20.0,15.0,0.0044296746319514
6214ed6e9d58d6d6c319140c7c5fa471,20.0,15.0,2.6684805707639465e-05
48715d44915f9023c72133fbe8647fb0,20.0,15.0,4.265823364321266e-05
db8b85f095cd7535de0449b140bc5c2e,20.0,15.0,0.000229349156964
941395d52b45fda1af5b667035e5ae77,20.0,15.0,0.004949219034499
0f8d37f9ef95d13a50432ceabcb40f67,20.0,15.0,7.154187111053841e-05
76a5f69bb4bb249650625430fdb5e949,20.0,15.0,2.398833879973056e-05
28622082a7595e76b536af13d26d4233,20.0,15.0,0.0004976022800029
23a43343ed72953a646e60007151ac59,20.0,15.0,0.0022421207678025
5c7351e884d542a9724d172f6d25e7b3,20.0,15.0,0.0037295230277703
d837f5b824adecbadaa689fe433b6e34,20.0,15.0,0.0021224040019911
649568941d85d37d3d8b68316dc87f33,20.0,15.0,0.0004015669763468
486c4775c644a99104c28952946348b0,20.0,15.0,0.0027069097411249
82161c5c0c7a063f3e2b50c9f366f44d,20.0,15.0,2.0453461921514075e-05
54ffc2d0fa9e061d5c16a2ff213759e1,20.0,15.0,0.0143106344289342
826b2d655ceda03f661c2f0bb6789012,20.0,15.0,0.005579073108432
7f85198afaa0936088af8984235b2f6d,20.0,15.0,0.361991716980151
c48ccfa8d2157b2e671bbe8b204e8335,20.0,15.0,0.007281576379813
16717af6724817bfd66f27c9486804b5,20.0,15.0,0.0063381795760256
9b0b8cde7a50fcd1524279db4256af60,20.0,15.0,0.0064187764554524
0ca762efe6cf271a0c664907d3d86d60,20.0,15.0,0.0053386998343045
39f49d98fc584955fc645e887af512a5,20.0,15.0,0.0150078877699846
7d8da7849f957188a8be0a2f3561bdd4,20.0,15.0,0.0468113700864145
