hash,hora,min,consumo_cpu
a665b4307cc4098cff881e61fc74a15a,16,30,0.0097573245663958
c84d6c28aa053c9000e49dac407b17ee,16,30,0.0127118940295871
9b3ec33a544e0ea8d7138a607ecf550a,16,30,2.724689263699103
914f123e097895c95b3f13649897a4a7,16,30,0.1524263064162605
dffe60147f77e98539f9e39f4994e1ab,16,30,0.2925702300546772
7ed074991d2cc19a1fc280354d85c459,16,30,0.0083344429253737
b1f8f52fa1452b7e8953360270e86606,16,30,0.0389967283177573
7fba3a331928e6a308e35a1f30121516,16,30,0.025927209938207
6096e3488387e69289a82d654bce732f,16,30,0.004807795729402
808b86d0d3e499579ce78f4cc957e7d1,16,30,0.0008512999722816
ff89b236b53b1b4b8a88d893a1724282,16,30,1.1541529088273204e-05
b4af8ac9dc7ad5762990d1f7d728f4a9,16,30,0.0003676751445993
6db783081354c20dcded312a7cfa91ee,16,30,3.55606408064523e-05
0b97b8481c8f8be59224f83a77e851c5,16,30,1.5997174933261415e-05
db163b46239b25ad9eb933da37bd1e07,16,30,0.0001252092583296
cf2958d646c9c9737e41275836e8cb52,16,30,0.0173325809228418
dfc5f913168f74f36a0cdf77e1d8f8fa,16,30,7.8919928476951e-06
d36c6e8cce3fb63d79aad4611e1ed313,16,30,0.0866377652856318
595c321d5579d700a3c162d2966e6176,16,30,0.0009771187287823
f3491d13ffe7bebf8d80c51a0377a2e6,16,30,2.0101474584299703
936ba9aaaa5750fa1a849412c6eb2be2,16,30,0.041410256625
12add5805ff50503086d135d60452560,16,30,0.0003365136527009
8613a104c2544dd3527ecd357ef3c396,16,30,2.0979881132869444e-05
d60f34d1167553db74e52cb926014f7e,16,30,0.0007961146571625
9506b2e0f76d7695d91ccbbd9a1922b6,16,30,0.0005791676063365
ac4147a913ea1e5803578bea8ee4d1bc,16,30,0.0508310117193833
cb3293284d87f614d86448b1b2f84439,16,30,0.077587042797572
60d03626d732bb7f9a82eb576c02070b,16,30,0.0030379012206892
3e751e4d49c62a4626f68f9c7dda5a4a,16,30,0.0003311634982804
3e15150589d9ef21bacbcccdb53d3e80,16,30,0.0003078874044775
7190976ba497341414c81a9d4deaadae,16,30,0.0001874137139721
099b56b74940afd5fcdbf4e716f343e4,16,30,0.0059159721732373
35e2d5c03ef17b3437750ad006f387a0,16,30,0.0006320372399605
2f8284a2a7a08a9af10d0cb3ad4d2d74,16,30,0.005094575122015
e9067191f1e034463d894bb14997b7f7,16,30,0.0001612145734932
dcf5cbdc163d00aa053c81fc44f1e3c0,16,30,0.0002376247623232
244c789fba28cbde0111f9b0a2ff17f3,16,30,6.54640699295158e-05
0c8b733641afa6f9931a9d08e955709b,16,30,0.0624499338575187
317642009d0ee888eb79be0206deceaf,16,30,2.0006515719597315
ebda581a6242edae8d75dceaae626b1c,16,30,0.0011864732805812
c07203137e7a805592e86e7aeae3963e,16,30,0.0550481599869413
742a7b1a4ef8aed37d4ce99a3a7bcda9,16,30,0.2579380565154112
61d7610b577e267f5fc19ae1153cf189,16,30,0.0002083686714528
1a54eec2da86dda8b3f5d0e800b94c33,16,30,0.0005636899138686
b591bac25ba1261c8bcedbe1e900a27f,16,30,0.08849302831875
d8eaabdaf5eac6555d755178b5d0452d,16,30,1.234568418937494
a1482176baa4a760024fbb97c1d72666,16,30,32.48989161278827
14fea8f7653c5d823f27cd1ac838296c,16,30,5.586465199596287
3b40e53363c3adafe85775e1602a57c6,16,30,23.96791017510916
