Sistema,Ambiente,Modulo,Pod,Uso_CPU,Hora,Minuto,Hash
cadmei,cadmei-prd,activemq-artemis,activemq-artemis-74b969db9d-kllrj,0.0493904402907821,6,0,c84d6c28aa053c9000e49dac407b17ee
rendavar,rendavar-revarhom,activemq-revar,activemq-revar-659c858b5c-mhns2,0.0537670431506226,6,0,87255aeaab0550c89f64c2d2608e3548
mapasgovbr,mapasgovbr-dsv,airflow-scheduler,airflow-scheduler-5c47859876-dx9xp,2.621796874337333,6,0,9b3ec33a544e0ea8d7138a607ecf550a
biovoz,biovoz-t,airflow-webserver,airflow-webserver-6d9cf87654-lwbg7,0.1562195653568975,6,0,914f123e097895c95b3f13649897a4a7
custos,custos-d,airflow-webserver,airflow-webserver-696489d47b-xng8m,0.2364644125970898,6,0,dffe60147f77e98539f9e39f4994e1ab
sigepe-servidor,sigepe-servidor-mon,api-prometheus,api-prometheus-7c5c76df4c-2rkpq,7.970867481425954e-05,6,0,dec4883e291046631f4ed7e8182ebd32
scaibama,scaibama-t1,apicorp-registry,apicorp-registry-69b987b85c-f5z5m,0.0002013109355898,6,0,ff89b236b53b1b4b8a88d893a1724282
scaibama,scaibama-val2,apicorp-registry,apicorp-registry-54bcb9cdf7-5l75d,0.000112893502748,6,0,b4af8ac9dc7ad5762990d1f7d728f4a9
scaibama,scaibama-h,apicorp-registry,apicorp-registry-6c7fc5445c-wvnhn,0.0008906437909451,6,0,6db783081354c20dcded312a7cfa91ee
scaibama,scaibama-val,apicorp-registry,apicorp-registry-7496d6b5b6-6nbq2,0.0002643407537565,6,0,0b97b8481c8f8be59224f83a77e851c5
procdecisorio,procdecisorio-p,backend,backend-b45444bb8-dhkkj,9.53657519775903,6,0,f3491d13ffe7bebf8d80c51a0377a2e6
caepf,caepf-mon,caepf-grf,caepf-grf-69f8f7c865-gcrb7,0.0002933457220898,6,0,1aac7b6fbb83ecbcc9100b4bcb65c3a3
caepf,caepf-mon,caepf-pth,caepf-pth-667c96554f-mztjz,0.0193046256381465,6,0,9506b2e0f76d7695d91ccbbd9a1922b6
esmon,esmon-pr,ceph,ceph-6465966654-522tn,0.0693353653845931,6,0,ac4147a913ea1e5803578bea8ee4d1bc
chatrfb,chatrfb-mon,chatrfb-prometheus,chatrfb-prometheus-7945496659-ncfcz,0.0164723943239987,6,0,cb3293284d87f614d86448b1b2f84439
carneleaoweb,carneleaoweb-mon,clweb-prometheus,clweb-prometheus-7f4c6469cd-zq7pf,0.024129420902162,6,0,60d03626d732bb7f9a82eb576c02070b
cnbs,cnbs-p,cnbs-kibana,cnbs-kibana-5bb4486f9-dqqsn,0.000388015571029,6,0,3e751e4d49c62a4626f68f9c7dda5a4a
cnetmobile,cnetmobile-pro,cnet-comprasnet-riscos,cnet-comprasnet-riscos-69c856db59-5lldk,0.0004364153395245,6,0,099b56b74940afd5fcdbf4e716f343e4
cnetmobile,cnetmobile-pro,cnet-comprasnet-riscos,cnet-comprasnet-riscos-69c856db59-w22x6,0.0001279376406585,6,0,35e2d5c03ef17b3437750ad006f387a0
cnetmobile,cnetmobile-pro,cnet-comprasnet-riscos,cnet-comprasnet-riscos-69c856db59-92pwx,0.0016402631211131,6,0,2f8284a2a7a08a9af10d0cb3ad4d2d74
cnetmobile,cnetmobile-pro,cnet-comprasnet-riscos,cnet-comprasnet-riscos-69c856db59-hj767,4.487879982593805e-06,6,0,e9067191f1e034463d894bb14997b7f7
cnetmobile,cnetmobile-pro,cnet-nats-server,cnet-nats-server-5dbbbdd9f5-br6pq,0.0083718984148888,6,0,dcf5cbdc163d00aa053c81fc44f1e3c0
cnetmobile,cnetmobile-mon,cnetmobile-prometheus,cnetmobile-prometheus-675f949994-bm6c8,0.1001795153570353,6,0,0c8b733641afa6f9931a9d08e955709b
fgtsd,fgtsd-h,cob-backend,cob-backend-597985587f-sxfdh,1.2039324322843945,6,0,317642009d0ee888eb79be0206deceaf
fgtsd,fgtsd-m,comu-prometheus,comu-prometheus-7d98d4fc7-m5btx,0.0036751322479689,6,0,823b66bf6238c29035c2a58577d709ba
conspersief,conspersief-mon,consulta-perdcomp-monitor,consulta-perdcomp-monitor-85567cd7-qx7jw,0.0002882329349453,6,0,6822c709fe65687eb9cefca328982a64
metallb,metallb-system,controller,controller-8569756f47-tmq8x,0.0480570650627395,6,0,c07203137e7a805592e86e7aeae3963e
mdmservices,mdmservices-p,dado-referencia,dado-referencia-55bf664d68-77sm5,0.2357972471837165,6,0,742a7b1a4ef8aed37d4ce99a3a7bcda9
dashboardcnpj,dashboardcnpj-mon,dashboardcnpj-mon,dashboardcnpj-mon-66ff6664d8-8lw45,0.0038015030819847,6,0,f110078b4229028a7cb8a4dd24e8a097
mdmservices,mdmservices-v,dm-empregado,dm-empregado-6ccbb4d6cd-prchf,1.4108591996734603,6,0,d8eaabdaf5eac6555d755178b5d0452d
mdmservices,mdmservices-p,dm-empregado,dm-empregado-7f554555b-wtsc5,32.33667089001575,6,0,a1482176baa4a760024fbb97c1d72666
mdmservices,mdmservices-p,dm-empregado,dm-empregado-7f554555b-r9vx5,4.967170674800063,6,0,14fea8f7653c5d823f27cd1ac838296c
mdmservices,mdmservices-p,dm-empregado,dm-empregado-7f554555b-wz2ms,24.28085748488039,6,0,3b40e53363c3adafe85775e1602a57c6
mdmservices,mdmservices-p,dm-empregado,dm-empregado-7f554555b-42ggt,36.28178556389626,6,0,95de2ee61ebb649477d8b908f0189fc7
issqndpi,issqndpi-mon,dpi-grafana,dpi-grafana-7b99b9f5ff-s7r49,0.0002238140817145,6,0,e95e585e0a6570fc4a833d5ca22c88d3
issqndpi,issqndpi-mon,dpi-prometheus,dpi-prometheus-64879f4f45-lkmg5,0.0020966786228504,6,0,42becd30a2c92eb3581eb650eea30d87
sinesp-delegaciavirtual,sinesp-delegaciavirtual-mon,dv-prometheus,dv-prometheus-6c85f64b4d-7gp8x,0.0035708611428945,6,0,fd1d25cfebbdc391e95dfb7e86d67430
ibmmqcorp,ibmmqcorp-p,e-sp-corp-08276,e-sp-corp-08276-687df6976d-k52p9,0.0011270717514425,6,0,c60cd2b937690ad575e27dc9887ff128
ibmmqcorp,ibmmqcorp-h,e-sp-corp-08276-2,e-sp-corp-08276-2-58dc9697f6-48kjj,0.008631750654125,6,0,b7632584ae35d80a5b1ffbe0516f9c57
ibmmqcorp,ibmmqcorp-h,e-sp-corp-92116-1,e-sp-corp-92116-1-cf846f7b9-82xr4,0.0001548436335082,6,0,25371f7aaf836c5bbb5af61c36169dd8
ibmmqcorp,ibmmqcorp-h,e-sp-corp-92116-2,e-sp-corp-92116-2-559468f6fc-wlg9z,0.0002497138592936,6,0,2dd930f677a74b5146028908126cf992
sinespppe,sinespppe-t,elasticsearch,elasticsearch-77cc5dc449-8hwfd,0.0004718550374118,6,0,6eaf9b4bf3a9ae5e29bd604fa6ba73fe
embarqueseguro,embarqueseguro-mon,embarque-seguro-prometheus,embarque-seguro-prometheus-57f5cb8749-4gknn,0.0004547825567454,6,0,9ea16cbf0a844ce4d3da84dd1e0497ff
esapli-servico,esapli-servico-prod,esapli-pth,esapli-pth-6cc7688d58-rb42x,0.0113141314009603,6,0,94c2fa6f5ecfd991b1e740dea5a3df16
gpms,gpms-monitoracao,gpms-prth,gpms-prth-65948d67f8-bkzcl,0.0013017516291215,6,0,0482a0f7807f2eef5c23c8c84756c2a2
coletordigitais,coletordigitais-log,gra,gra-64dd49fc9b-v6xwt,6.512278030606444e-05,6,0,4084bcdfbda817d49451a94c5d7b2d30
sinespppe,sinespppe-mon,grafana,grafana-5fcd7b4664-k7plq,0.0076377656458871,6,0,3338acc4232c1128aa023fa618e8aeaf
apianalytics,apianalytics-p,grafana,grafana-666fbd44b6-8t55j,0.0018244913834105,6,0,2971ddead61098cccf9425d6e874f89b
ibama-siac,ibama-siac-mon,grafana,grafana-7989c7b549-6zlhl,8.648174315684254e-05,6,0,ecbdf184ef5c5fd3ffd883ea9df3420b
api-servicos,api-servicos-m,grafana,grafana-647b6cfb7b-trlbw,0.0001073139577589,6,0,5fd42ab69c1a8ef2467397da27d4951c
siscomex-mercante,siscomex-mercante-mon,grafana,grafana-54f96b7c7d-gc2bh,0.0006932715258784,6,0,48715d44915f9023c72133fbe8647fb0
renavamintegracao,renavamintegracao-mon,grafana,grafana-78766dcb9c-4lp4c,2.4239278679598813e-05,6,0,4c3e97406b1b4b63b6440eb2e46bb119
painelgtec,painelgtec-p,grafana,grafana-5775649448-gzjjc,0.006381465903073,6,0,23a43343ed72953a646e60007151ac59
rdoc-pagamentos,rdoc-pagamentos-mon,grafana,grafana-5874696b8-fsqcx,0.0005559464834322,6,0,9fa237f8532c3ce519d2a907881170c5
barramento-govbr,barramento-govbr-mon,grafana,grafana-85654df7cc-zw59c,8.363602709971087e-05,6,0,2b0f47d6e3f95f6ae9932d79db3788b3
arquimedes,arquimedes-mon,grafana,grafana-5bbccf76cc-wbdcd,0.0041401160419417,6,0,5c7351e884d542a9724d172f6d25e7b3
liveness,liveness-mon,grafana,grafana-5559866d98-vpzhb,0.000723745630787,6,0,649568941d85d37d3d8b68316dc87f33
barramentoirpf,barramentoirpf-mon,grafana,grafana-f5d59cdb7-p8874,0.007391042014856,6,0,486c4775c644a99104c28952946348b0
sigepe-gestor-equipe,sigepe-gestor-equipe-mon,grafana,grafana-865847d45d-6sd22,0.0124363319869892,6,0,13de23697edeeeca975be3fdfc7b0df0
whatsapp,whatsapp-mon,grafana,grafana-6bcdd7b86f-cb4sm,0.0022010158967927,6,0,007416f297b107f4c1a5add6d0be3959
osmtiles,osmtiles-mon,grafana-osm,grafana-osm-6689b6c6c7-dgjxp,0.0027707140358237,6,0,ab85b50c28f8d5c4deff6412c952eb98
dedat,dedat-green,green-influx,green-influx-7899d94666-c2v7g,0.003376024347579,6,0,54ffc2d0fa9e061d5c16a2ff213759e1
sinac,sinac-mon,grf,grf-5f88f6c96c-7njxp,0.0062953821669421,6,0,db7b0e78f90ff228aa124b5221a54638
esmon,esmon-pr,haproxy,haproxy-7f89c8b8c-jpltl,0.0122076510392517,6,0,826b2d655ceda03f661c2f0bb6789012
esmon,esmon-pr,haproxy2,haproxy2-6996c66844-nj59q,0.7930271678952506,6,0,7f85198afaa0936088af8984235b2f6d
ingress,ingress-controller,ingress-default-backend,ingress-default-backend-9bfc69579-nt5fr,0.0075808838019925,6,0,c48ccfa8d2157b2e671bbe8b204e8335
ingress,ingress-controller,ingress-default-backend,ingress-default-backend-9bfc69579-xtd6f,0.0034954245928145,6,0,16717af6724817bfd66f27c9486804b5
ingress,ingress-controller,ingress-default-backend,ingress-default-backend-9bfc69579-kf2n4,0.0035742502365684,6,0,9b0b8cde7a50fcd1524279db4256af60
sinesp,sinesp-mon,integracaoprometheus,integracaoprometheus-57d678999c-z5nv2,0.0007698133820044,6,0,67c2fc44964e645e96e3c4d9960860db
esmon,esmon-pr,kconmon,kconmon-7dbf7c96fc-gn7jn,0.0435609846512214,6,0,7d8da7849f957188a8be0a2f3561bdd4
sigepeged,sigepeged-h,kd,kd-d96c67f-8tx47,0.0003488496940081,6,0,1d88580a5060e9faf3c084cc7338d0f0
extratoirpf,extratoirpf-pro,kibana,kibana-6ffc4676b8-g8c4g,0.0003482077322804,6,0,5ea90b6e3439fc3de9534fd77ac49f09
odradek-apiserpro,odradek-apiserpro-mon,kibana,kibana-5b88545597-zmbqx,0.0004522871271005,6,0,01d3230213c3440597d9f2bb42b684ec
hendrix,hendrix-p,kibana,kibana-867ddff87-28d2m,0.0002757108807783,6,0,8dbb7b52aa48e192749eeb7933eeae8e
portalunico,portalunico-val,kibana,kibana-7676c9cb7f-b6bhl,0.0004620831969619,6,0,c7cfc38a2bd9b493b525ca3869c4a9c4
painelgtec,painelgtec-p,kibana,kibana-786b658c45-28nqt,0.0006028611420493,6,0,0fdaf5a161f85beee0611c7d7bd013ad
pncp,pncp-d,kibana,kibana-58c4674895-glr8s,0.0004402194426217,6,0,434f853f58872074e7b529c384983b8d
