Sistema,Ambiente,Modulo,Pod,Uso_CPU,Hora,Minuto,Hash
spunet,spunet-pro,acervo-backend,acervo-backend-c84f8db5c-6pz9k,0.0006923918690468,21,0,ce4468ee8389709c20b40ed1c09a36c1
spunet,spunet-pro,acervo-backend,acervo-backend-c84f8db5c-pq4t5,0.000881650187845,21,0,0dcf61756612a9edfc06d254802e4b28
spunet,spunet-pro,acervo-backend,acervo-backend-c84f8db5c-6lvqr,0.0008894966281288,21,0,19d9963e0460ed384a60ef724eb79ba0
spunet,spunet-hom,acervo-backend,acervo-backend-5b4555f876-96qpp,0.0006093289691935,21,0,71fda736ff39dfe174e01df9d489ee11
spunet,spunet-pro,acervo-backend,acervo-backend-c84f8db5c-sjg2h,0.0008825340608452,21,0,1e300feefc2f05d7e69bbae4dd0a7bda
spunet,spunet-des,acervo-backend,acervo-backend-577676bcc6-njpz2,0.0008841420856839,21,0,b447f32fa523259d19999b29fc70c6a6
irpfonline,irpfonline-h,acesso-gov,acesso-gov-867c57cff8-mvvcb,0.0053621929784165,21,0,6ea197bec278345eb050a1c3afd023b2
barramentoirpf,barramentoirpf-p,acesso-gov,acesso-gov-646b9dd5b5-qzr7s,0.0077950297377646,21,0,e718d2154c7f59c5526938d772d6193a
barramentoirpf,barramentoirpf-h,acesso-gov,acesso-gov-64cd99f79-8d2rd,0.0050181921879918,21,0,62eaefb7f62ea7efcae0032d167dd9b4
irpfonline,irpfonline-p,acesso-gov,acesso-gov-744796c5ff-h6q7d,0.0078775434482553,21,0,e4bb80ff171229f80352e22ad8850418
irpfonline,irpfonline-t,acesso-gov,acesso-gov-78d6f94d5b-pnsds,0.0053444402084953,21,0,a32693a31404181acb1a5caec23950a4
irpfonline,irpfonline-p,acesso-gov,acesso-gov-744796c5ff-g7v5n,0.0092545232498395,21,0,ed4fdfd7e6428b18b5604a27062575ef
barramentoirpf,barramentoirpf-p,acesso-gov,acesso-gov-646b9dd5b5-hl72h,0.0061563626633391,21,0,9db4e84287f2f001178db0b86470fe41
irpfonline,irpfonline-p,acesso-gov,acesso-gov-744796c5ff-k4fdh,0.01048602650584,21,0,6b197886c3b7945a8ac1c8fc2d5c173c
irpfonline,irpfonline-p,acesso-gov,acesso-gov-744796c5ff-dkgpc,0.007462689245532,21,0,3b9c47fa1000cea1d1809fe12cae8b17
barramentoirpf,barramentoirpf-p,acesso-gov,acesso-gov-646b9dd5b5-nr947,0.0063733319294403,21,0,4e07d2272bbbbbd5ce32728e1c0489bd
spunet,spunet-proacessos,acessos-core,acessos-core-7dc8bc67d9-jpxrd,0.0076467715015295,21,0,5bce731a5d824a483bc97709e0a42d6b
spunet,spunet-desacessos,acessos-core,acessos-core-cdbccd9bf-d8xth,0.0072436515387203,21,0,87bc0b395bac3bc8f3e3ce2f2fcf0539
spunet,spunet-proacessos,acessos-core,acessos-core-7dc8bc67d9-6hrhn,0.0071258366975157,21,0,2bff9b90e0fec059b42c8eb6aaefeda2
spunet,spunet-proacessos,acessos-core,acessos-core-7dc8bc67d9-vt6kb,0.0062159304511652,21,0,46d333295c2bf58475051a0be694790a
