Sistema,Ambiente,Modulo,Pod,Uso_CPU,Hora,Minuto,Hash
spunet,spunet-pro,acervo-backend,acervo-backend-c84f8db5c-6pz9k,0.0007125774133438,10,30,ce4468ee8389709c20b40ed1c09a36c1
spunet,spunet-pro,acervo-backend,acervo-backend-c84f8db5c-pq4t5,0.0008456257105878,10,30,0dcf61756612a9edfc06d254802e4b28
spunet,spunet-pro,acervo-backend,acervo-backend-c84f8db5c-6lvqr,0.0007735384996036,10,30,19d9963e0460ed384a60ef724eb79ba0
spunet,spunet-des,acervo-backend,acervo-backend-577676bcc6-ftdps,0.0007924018237789,10,30,0e46d4b8273410af0aed4bf0bb078fe7
spunet,spunet-pro,acervo-backend,acervo-backend-c84f8db5c-sjg2h,0.0008758321067278,10,30,1e300feefc2f05d7e69bbae4dd0a7bda
spunet,spunet-hom,acervo-backend,acervo-backend-5b4555f876-9h87l,0.0006162650109914,10,30,00432c81d5c994cdcfd941634bc5705d
irpfonline,irpfonline-h,acesso-gov,acesso-gov-867c57cff8-mvvcb,0.0050628587279759,10,30,6ea197bec278345eb050a1c3afd023b2
barramentoirpf,barramentoirpf-p,acesso-gov,acesso-gov-646b9dd5b5-qzr7s,0.0070147360686752,10,30,e718d2154c7f59c5526938d772d6193a
barramentoirpf,barramentoirpf-h,acesso-gov,acesso-gov-64cd99f79-8d2rd,0.005193994762998,10,30,62eaefb7f62ea7efcae0032d167dd9b4
irpfonline,irpfonline-p,acesso-gov,acesso-gov-744796c5ff-h6q7d,0.0089129311668089,10,30,e4bb80ff171229f80352e22ad8850418
irpfonline,irpfonline-t,acesso-gov,acesso-gov-78d6f94d5b-pnsds,0.0040530986974893,10,30,a32693a31404181acb1a5caec23950a4
irpfonline,irpfonline-p,acesso-gov,acesso-gov-744796c5ff-g7v5n,0.0089710563748009,10,30,ed4fdfd7e6428b18b5604a27062575ef
barramentoirpf,barramentoirpf-d,acesso-gov,acesso-gov-6679f76cbb-k68mg,0.0075483029633333,10,30,722f7a0572ff77c244a13c84e29d3d52
barramentoirpf,barramentoirpf-p,acesso-gov,acesso-gov-646b9dd5b5-hl72h,0.0064086462394513,10,30,9db4e84287f2f001178db0b86470fe41
irpfonline,irpfonline-p,acesso-gov,acesso-gov-744796c5ff-k4fdh,0.0089243642238286,10,30,6b197886c3b7945a8ac1c8fc2d5c173c
irpfonline,irpfonline-p,acesso-gov,acesso-gov-744796c5ff-dkgpc,0.0088975027170603,10,30,3b9c47fa1000cea1d1809fe12cae8b17
barramentoirpf,barramentoirpf-p,acesso-gov,acesso-gov-646b9dd5b5-nr947,0.0062150135540628,10,30,4e07d2272bbbbbd5ce32728e1c0489bd
vendas,vendas-d,acessohod,acessohod-bd849c77d-hzwkw,0.0,10,30,fbceac5fdfdf380e81ab760d2479379d
spunet,spunet-desacessos,acessos-core,acessos-core-866d756cf8-s9ps7,0.0047719333899152,10,30,d78e57635d9c2cf40d10ed0be753af16
spunet,spunet-proacessos,acessos-core,acessos-core-7dc8bc67d9-jpxrd,0.0187374409128159,10,30,5bce731a5d824a483bc97709e0a42d6b
spunet,spunet-proacessos,acessos-core,acessos-core-7dc8bc67d9-6hrhn,0.0181335648215754,10,30,2bff9b90e0fec059b42c8eb6aaefeda2
spunet,spunet-proacessos,acessos-core,acessos-core-7dc8bc67d9-vt6kb,0.0170106888883331,10,30,46d333295c2bf58475051a0be694790a
spunet,spunet-homacessos,acessos-core,acessos-core-6cc78b8d56-v6j2n,0.0054968788239376,10,30,8aaf251a6c3d202fb00b0b8293be925c
spunet,spunet-proacessos,acessos-core,acessos-core-7dc8bc67d9-vthmv,0.0172351008018821,10,30,7fcd33485aed4bb4158ec3f034758de3
spunet,spunet-desacessos,acessos-frontend,acessos-frontend-557759b9f9-mprvl,0.0,10,30,515b73367883d70607201ba007a25b03
spunet,spunet-homacessos,acessos-frontend,acessos-frontend-66ddf5fc7d-7b97r,0.0,10,30,a7fc52a8567b6a05616cb4ca5b8b70e1
spunet,spunet-proacessos,acessos-frontend,acessos-frontend-55b6689fd8-gndxs,0.0,10,30,c155bdd43fdbfee68c425e183bc90675
acfisc,acfisc-d,acfisc-artemis,acfisc-artemis-574cb465d-n2zrl,0.0070891097413862,10,30,262af9192150ce2d224e2fb6f46ba8c6
acfisc,acfisc-h,acfisc-artemis,acfisc-artemis-f9dbd76c6-4kpfr,0.0081272348292379,10,30,b900567034466ce195164d184e2d4d68
acfisc,acfisc-p,acfisc-artemis,acfisc-artemis-759dc44d8b-5wzdw,0.0083717202268186,10,30,0f16eb72c0f31ccc50dc6f21d67f0697
