Sistema,Ambiente,Modulo,Pod,Uso_CPU,Hora,Minuto,Hash
spunet,spunet-pro,acervo-backend,acervo-backend-c84f8db5c-6pz9k,0.0007129351012846,11,15,ce4468ee8389709c20b40ed1c09a36c1
spunet,spunet-pro,acervo-backend,acervo-backend-c84f8db5c-pq4t5,0.0008159016605227,11,15,0dcf61756612a9edfc06d254802e4b28
spunet,spunet-pro,acervo-backend,acervo-backend-c84f8db5c-6lvqr,0.0007630333943426,11,15,19d9963e0460ed384a60ef724eb79ba0
spunet,spunet-des,acervo-backend,acervo-backend-577676bcc6-ftdps,0.0007669908843777,11,15,0e46d4b8273410af0aed4bf0bb078fe7
spunet,spunet-pro,acervo-backend,acervo-backend-c84f8db5c-sjg2h,0.0008725695346119,11,15,1e300feefc2f05d7e69bbae4dd0a7bda
spunet,spunet-hom,acervo-backend,acervo-backend-5b4555f876-9h87l,0.0006122948216985,11,15,00432c81d5c994cdcfd941634bc5705d
irpfonline,irpfonline-h,acesso-gov,acesso-gov-867c57cff8-mvvcb,0.0040153838116634,11,15,6ea197bec278345eb050a1c3afd023b2
barramentoirpf,barramentoirpf-p,acesso-gov,acesso-gov-646b9dd5b5-qzr7s,0.0071537864395661,11,15,e718d2154c7f59c5526938d772d6193a
barramentoirpf,barramentoirpf-h,acesso-gov,acesso-gov-64cd99f79-8d2rd,0.005268261460117,11,15,62eaefb7f62ea7efcae0032d167dd9b4
irpfonline,irpfonline-p,acesso-gov,acesso-gov-744796c5ff-h6q7d,0.0087118662751758,11,15,e4bb80ff171229f80352e22ad8850418
irpfonline,irpfonline-t,acesso-gov,acesso-gov-78d6f94d5b-pnsds,0.0042056729620698,11,15,a32693a31404181acb1a5caec23950a4
irpfonline,irpfonline-p,acesso-gov,acesso-gov-744796c5ff-g7v5n,0.0112216919777876,11,15,ed4fdfd7e6428b18b5604a27062575ef
barramentoirpf,barramentoirpf-d,acesso-gov,acesso-gov-6679f76cbb-k68mg,0.0077772642233333,11,15,722f7a0572ff77c244a13c84e29d3d52
barramentoirpf,barramentoirpf-p,acesso-gov,acesso-gov-646b9dd5b5-hl72h,0.0067689184588845,11,15,9db4e84287f2f001178db0b86470fe41
irpfonline,irpfonline-p,acesso-gov,acesso-gov-744796c5ff-k4fdh,0.0098170713431219,11,15,6b197886c3b7945a8ac1c8fc2d5c173c
irpfonline,irpfonline-p,acesso-gov,acesso-gov-744796c5ff-dkgpc,0.0086161373572324,11,15,3b9c47fa1000cea1d1809fe12cae8b17
barramentoirpf,barramentoirpf-p,acesso-gov,acesso-gov-646b9dd5b5-nr947,0.0068010508670998,11,15,4e07d2272bbbbbd5ce32728e1c0489bd
vendas,vendas-d,acessohod,acessohod-bd849c77d-hzwkw,0.0,11,15,fbceac5fdfdf380e81ab760d2479379d
